species,block_id,mean_psi,median_psi,occupied_grid_equivalent,centroid_lat,centroid_lon,centroid_elev,block_start,block_end,block_label
Acrocephalus orientalis,3,0.38462528589478195,0.2884661203198314,511.93625552593926,37.759743356760374,106.4045412092399,1659.4604160815004,2010,2014,2010-2014
Acrocephalus orientalis,4,0.46925116489511187,0.39842904469709417,624.573300475384,37.14068042545133,106.3818754424335,1762.2129214873821,2015,2019,2015-2019
Acrocephalus orientalis,5,0.572690695861723,0.5220810372738567,762.2513161919634,36.77221851146408,106.39115830878418,1862.7570031200187,2020,2024,2020-2024
Actitis hypoleucos,1,0.9300807688040729,0.9198115297852608,1237.9375032782311,36.40803733590746,106.52596037653109,1998.8705948089475,2000,2004,2000-2004
Actitis hypoleucos,2,0.9300514128434838,0.9197910664250109,1237.898430494651,36.40800621691212,106.52595779866505,1998.918499790532,2005,2009,2005-2009
Actitis hypoleucos,3,0.9300513967530099,0.9197910552099738,1237.8984090782744,36.40800619984239,106.52595779725975,1998.9185260609954,2010,2014,2010-2014
Actitis hypoleucos,4,0.9300513967441997,0.9197910552038334,1237.8984090665497,36.40800619983306,106.52595779725887,1998.9185260753788,2015,2019,2015-2019
Actitis hypoleucos,5,0.9300513967441949,0.91979105520383,1237.8984090665463,36.40800619983282,106.5259577972584,1998.9185260753873,2020,2024,2020-2024
Aegithalos concinnus,1,0.5402584006165184,0.6484938478285851,719.0839312206003,35.50489432676807,106.69945700012734,3040.254281899969,2000,2004,2000-2004
Aegithalos concinnus,2,0.37082388884681583,0.5875758300384539,493.5665960551195,31.91628649035611,105.19106200728476,1998.1247394392356,2005,2009,2005-2009
Aegithalos concinnus,3,0.36466307928660524,0.5816533586533499,485.36655853046636,31.820134070795422,105.13100397341458,1834.7326101661577,2010,2014,2010-2014
Aegithalos concinnus,4,0.36409495903806943,0.5810722922612758,484.6103904796762,31.811982219609423,105.12566502005697,1819.4229679942416,2015,2019,2015-2019
Aegithalos concinnus,5,0.36403947941883447,0.5810152311839564,484.53654710647714,31.811192723039383,105.12514568192827,1817.9277134526512,2020,2024,2020-2024
Aegithalos glaucogularis,1,0.21765771796098954,0.13334274558402506,289.70242260607523,39.67830423529323,107.2449815323963,2868.1565191204895,2000,2004,2000-2004
Aegithalos glaucogularis,2,0.15006090960787283,0.15461413794238096,199.73107068808025,35.0743627382453,105.32463797125031,1908.1338183127507,2005,2009,2005-2009
Aegithalos glaucogularis,3,0.19211892714284518,0.19946126046358617,255.71029202712327,35.23506200083009,105.52635578485257,1912.8263624220233,2010,2014,2010-2014
Aegithalos glaucogularis,4,0.26244645776754794,0.27940238224778835,349.31623528860064,35.194484025180856,105.63039133734662,1873.755449109429,2015,2019,2015-2019
Aegithalos glaucogularis,5,0.3731492548217777,0.4055955462365712,496.6616581677782,35.15875660767552,105.71349102926544,1854.5668386844102,2020,2024,2020-2024
Alauda arvensis,1,0.3357699547853058,0.1217030463714076,446.9098098192438,41.09952243812142,107.46868478966219,1298.6280843637498,2000,2004,2000-2004
Alauda arvensis,2,0.35030867397126764,0.142943752696926,466.26084505574215,40.77759297283682,107.41470316418932,1530.2869530237779,2005,2009,2005-2009
Alauda arvensis,3,0.4107430746993008,0.203709104831997,546.6990324247715,40.126517744355866,107.28286567220948,1806.189382670794,2010,2014,2010-2014
Alauda arvensis,4,0.5114205424959546,0.3229302244054213,680.7007420621355,39.12219937766205,107.09253003616392,2026.286747328058,2015,2019,2015-2019
Alauda arvensis,5,0.6458766458148756,0.5111604259948497,859.6618155795854,37.927117146239674,106.85228801984823,2145.306316080453,2020,2024,2020-2024
Alauda gulgula,1,0.5411747693088257,0.5861941642760846,720.3036179500533,35.04153839826158,105.7212501040429,723.3193096986255,2000,2004,2000-2004
Alauda gulgula,2,0.3337082045098392,0.5484253303458161,444.16562020259755,31.49363857988124,105.24292293644491,1448.1447606768872,2005,2009,2005-2009
Alauda gulgula,3,0.3137781451302185,0.5132737596927499,417.6387111683221,31.534743189052918,105.21448485581111,1605.2106348040488,2010,2014,2010-2014
Alauda gulgula,4,0.31243126970184487,0.491995235176116,415.84601997314996,31.984429461330976,105.31204947058475,1892.3551573782327,2015,2019,2015-2019
Alauda gulgula,5,0.3861923135098922,0.5322444488578807,514.0219692816523,33.462907267867784,105.69439584516988,2087.402469415713,2020,2024,2020-2024
Alcedo atthis,1,0.8172134521661405,0.8408676800508122,1087.7111048331262,36.167867946536845,106.4255119240225,2212.4792348945257,2000,2004,2000-2004
Alcedo atthis,2,0.7903038346181266,0.8250733404550353,1051.8944038767013,35.99776380669106,106.34486427452694,2176.1274879279345,2005,2009,2005-2009
Alcedo atthis,3,0.7631241718408596,0.807920468243392,1015.7182727202,35.82981338348833,106.26329809567217,2135.6046221137235,2010,2014,2010-2014
Alcedo atthis,4,0.7357679586972663,0.7893484708526252,979.3071530260441,35.666267618097486,106.18132259278525,2090.9250982709086,2015,2019,2015-2019
Alcedo atthis,5,0.7083004985262968,0.7692898492505482,942.7479635384842,35.509453856555595,106.09946077617612,2042.2441505441152,2020,2024,2020-2024
Amaurornis phoenicurus,1,0.6044119768627128,0.7294194578281665,804.472341204263,34.091068422800234,105.28749724770995,789.9802650315636,2000,2004,2000-2004
Amaurornis phoenicurus,2,0.44711754987415664,0.6574862606548578,595.1134588825092,32.59164260720845,105.48657822753418,1364.8366021702577,2005,2009,2005-2009
Amaurornis phoenicurus,3,0.4126097882230241,0.6189662599035802,549.183628124841,32.44793087197103,105.52373188971737,1607.9554111000289,2010,2014,2010-2014
Amaurornis phoenicurus,4,0.4147208019994532,0.6080890355682088,551.9933874612659,32.724327178502854,105.58940785327559,1748.8400380168591,2015,2019,2015-2019
Amaurornis phoenicurus,5,0.4555742204486972,0.6296206104330183,606.3692874172046,33.36469282852765,105.73426661721984,1854.1304893561949,2020,2024,2020-2024
Anas acuta,1,0.34931207050711977,0.3150736473761075,464.93436584496675,36.57440192488987,106.38977088581197,2491.5343538920183,2000,2004,2000-2004
Anas acuta,2,0.33880492773838805,0.30382205354844777,450.94935881980257,36.71191895475211,106.53961583587426,2451.710109734034,2005,2009,2005-2009
Anas acuta,3,0.3561531952706666,0.30432029309079084,474.0399029052413,37.03963506165191,106.66689295255208,2157.0119175473938,2010,2014,2010-2014
Anas acuta,4,0.4317973881846348,0.3724893684451237,574.7223236737661,37.059522984706085,106.62041476787016,1932.6231900744926,2015,2019,2015-2019
Anas acuta,5,0.6615359884153722,0.6337678130341617,880.5044005808777,36.49500576949216,106.49527767045839,1899.7411280037447,2020,2024,2020-2024
Anas carolinensis,1,0.4784935342496785,0.4262958203000556,636.8748940863437,36.5420135321067,105.88592071640198,1774.880932172144,2000,2004,2000-2004
Anas carolinensis,2,0.4461911985447034,0.42353514315453367,593.8804852629931,36.23304239971883,105.89056841369673,2019.142725765344,2005,2009,2005-2009
Anas carolinensis,3,0.47029034205420844,0.4575106848117507,625.9564452741299,36.18019882953563,106.0562176541548,2072.2513936123933,2010,2014,2010-2014
Anas carolinensis,4,0.5754950954439996,0.5678484858051704,765.9839720359427,36.227930230477874,106.27349113207369,2034.213575905138,2015,2019,2015-2019
Anas carolinensis,5,0.75340216064055,0.7568396985735597,1002.7782758125817,36.225161023368216,106.41512018639729,2046.7463883795822,2020,2024,2020-2024
Anas platyrhynchos,1,0.5117181745562841,0.4068923808844256,681.0968903344045,37.74348460951162,106.7788962295686,1308.7474113917744,2000,2004,2000-2004
Anas platyrhynchos,2,0.6204731848405902,0.42235468875248394,825.8498090228627,38.618947828343124,106.93602899527608,1987.8438560431405,2005,2009,2005-2009
Anas platyrhynchos,3,0.6610529393610908,0.49211375085740167,879.8614622895806,38.15939292470201,106.85083321122002,1992.5903664626255,2010,2014,2010-2014
Anas platyrhynchos,4,0.7458912129852947,0.6264635828162542,992.7812044833873,37.45692921381969,106.67675344900529,2026.80904980856,2015,2019,2015-2019
Anas platyrhynchos,5,0.8489456731199135,0.7938660378226714,1129.9466909226126,36.75016375935041,106.50453364809562,2048.6827137577798,2020,2024,2020-2024
Anas zonorhyncha,1,0.6987396378008205,0.7058942975322389,930.0224579129041,36.0278094508199,106.22076824790446,1962.9835500353415,2000,2004,2000-2004
Anas zonorhyncha,2,0.6855005171111116,0.6915607452408057,912.4011882749123,36.01923941495164,106.21653075411984,1921.0111979299872,2005,2009,2005-2009
Anas zonorhyncha,3,0.6854741331326745,0.6915304682440309,912.3660711996185,36.01923777186954,106.21653795629041,1920.9101780038754,2010,2014,2010-2014
Anas zonorhyncha,4,0.6854740826132899,0.6915304043233466,912.3660039582763,36.019237822961394,106.21653802535732,1920.909929113375,2015,2019,2015-2019
Anas zonorhyncha,5,0.68547408252344455,0.6915304041885285,912.3660038386814,36.019237823245355,106.21653802567772,1920.9099284736214,2020,2024,2020-2024
Anthus hodgsoni,1,0.8626084029206096,0.9208510513231902,1148.1317842873327,35.82567273242115,106.31864633682937,2335.2681677065275,2000,2004,2000-2004
Anthus hodgsoni,2,0.7605205097071305,0.8888390464366387,1012.2527984201724,34.91214748608131,105.95670759231281,1803.0102093779574,2005,2009,2005-2009
Anthus hodgsoni,3,0.7605177688491607,0.8888381869565094,1012.249150338218,34.91211966762948,105.95669657060348,1802.990702313765,2010,2014,2010-2014
Anthus hodgsoni,4,0.7605177687755712,0.8888381869334337,1012.24915024027,34.91211966688244,105.95669657030783,1802.9907017900186,2015,2019,2015-2019
Anthus hodgsoni,5,0.760517768775569,0.8888381869334332,1012.2491502402677,34.912119666882425,105.95669657030778,1802.9907017900046,2020,2024,2020-2024
Anthus richardi,1,0.5482248679435999,0.4613160254493095,729.6872992329153,37.629496106782554,106.7010223832345,1639.549477819985,2000,2004,2000-2004
Anthus richardi,2,0.5212563648980539,0.44509925368875664,693.7922216793187,37.56794901640899,106.69165843743924,1694.5932431926713,2005,2009,2005-2009
Anthus richardi,3,0.5053687895984039,0.44049619240442545,672.645858955498,37.4556570794006,106.68926396474625,1778.2043870780517,2010,2014,2010-2014
Anthus richardi,4,0.5322149472369117,0.48369318965319186,708.3780947723316,37.17204360156746,106.67259392875981,1948.6668439179216,2015,2019,2015-2019
Anthus richardi,5,0.6544129803491877,0.6405187545252478,871.0236768447777,36.602103712582746,106.58550740324168,2202.8117856222475,2020,2024,2020-2024
Anthus spinoletta,1,0.43137490376314,0.3251847842404123,574.1599969087456,38.40468895747339,107.22288002467644,1447.8761445612604,2000,2004,2000-2004
Anthus spinoletta,2,0.39714889499740613,0.3023685977073246,528.6051792415282,37.72106543043614,106.35443073207904,1646.8209472211724,2005,2009,2005-2009
Anthus spinoletta,3,0.48054707795152146,0.38649063928069216,639.6081607534834,37.50865623082624,106.29645518865513,1940.4457999494814,2010,2014,2010-2014
Anthus spinoletta,4,0.6008989921157591,0.5394605016037313,799.7965585060533,36.87936912505662,106.2465407746432,2099.4829238167695,2015,2019,2015-2019
Anthus spinoletta,5,0.7389814538885654,0.7195470426324566,983.5843151257025,36.39181384258968,106.24036592911456,2189.8780249776933,2020,2024,2020-2024
Apus apus,1,0.36263713803577763,0.215749042761794,482.67003072561437,39.77504607147103,107.75913557102237,2398.3863222469754,2000,2004,2000-2004
Apus apus,2,0.3842212397507635,0.22549799523858324,511.39847010826475,39.668962472642896,107.49479581191582,2243.171102623336,2005,2009,2005-2009
Apus apus,3,0.4131793328692869,0.24253248275999328,549.9416920490237,39.52192365375558,107.33687841982797,2078.090257399909,2010,2014,2010-2014
Apus apus,4,0.44137446090856636,0.2712385870984142,587.4694074693082,39.22697325868439,107.15188420628333,1982.015858150287,2015,2019,2015-2019
Apus apus,5,0.4776845401443589,0.31722569427982594,635.7981229321526,38.77753283541382,106.99723804760845,1894.147400494508,2020,2024,2020-2024
Apus nipalensis,1,0.5024475392226009,0.5861926565328333,668.757674705281,34.251201067714625,105.2426941603778,871.8521536773702,2000,2004,2000-2004
Apus nipalensis,2,0.34673552992815554,0.5856977296122102,461.5049903343702,31.08495869052495,105.0177398394865,1075.6165229033227,2005,2009,2005-2009
Apus nipalensis,3,0.3467343740943183,0.5856972750148274,461.50345191953363,31.084924206059732,105.01776433835829,1074.401220965562,2010,2014,2010-2014
Apus nipalensis,4,0.3467343735586387,0.5856972749680447,461.5034512065464,31.084924185922617,105.01776436432306,1074.4003210399894,2015,2019,2015-2019
Apus nipalensis,5,0.3960257759043081,0.6206201587587823,527.1103077286203,32.026482535645755,105.2966670744583,2524.3035446678987,2020,2024,2020-2024
Apus pacificus,1,0.7045271492374631,0.7791326997857019,937.7256356350542,35.38993966746938,106.13142459612594,1051.3481022749029,2000,2004,2000-2004
Apus pacificus,2,0.6334982014516078,0.7253277249868435,843.1861061321085,35.20578415561382,106.15948193666127,1220.2136768324056,2005,2009,2005-2009
Apus pacificus,3,0.6066765326110618,0.7004544956275677,807.4864649053343,35.19561093114391,106.21958162661558,1428.4123325966834,2010,2014,2010-2014
Apus pacificus,4,0.6267231969451583,0.7133560674494718,834.1685751340019,35.35825769586838,106.31028086480966,1733.8698056640108,2015,2019,2015-2019
Apus pacificus,5,0.7056358730652044,0.7785189138103259,939.2013470497908,35.63840954735688,106.4075543205293,2071.414415340887,2020,2024,2020-2024
Ardea alba,1,0.7992882956099371,0.7949317889305375,1063.8527214568128,36.156855114774196,106.23157006281545,1983.3937356722793,2000,2004,2000-2004
Ardea alba,2,0.7679929815484717,0.7651135600405006,1022.1986584410183,36.15257871912639,106.23768831345733,1994.4409250258016,2005,2009,2005-2009
Ardea alba,3,0.7679505190006146,0.7650731083732075,1022.1421407898507,36.15257272804598,106.23769707828019,1994.4566360656659,2010,2014,2010-2014
Ardea alba,4,0.7679504616166779,0.7650730537347404,1022.1420644118335,36.15257272016095,106.23769709065986,1994.4566575872134,2015,2019,2015-2019
Ardea alba,5,0.7679504615401276,0.7650730536619698,1022.1420643098786,36.152572720153174,106.23769709068554,1994.4566576171292,2020,2024,2020-2024
Ardea cinerea,1,0.4891284071046898,0.3999428066901317,651.0299098563355,37.49922473741493,106.70114888119733,1473.081035927371,2000,2004,2000-2004
Ardea cinerea,2,0.5234011999515605,0.4451725050190173,696.6469971355375,37.253076938797896,106.61321334436295,1569.9971350467802,2005,2009,2005-2009
Ardea cinerea,3,0.6047924220444594,0.5407174033415342,804.9787137411835,36.97295890440146,106.55853733024685,1723.074309078625,2010,2014,2010-2014
Ardea cinerea,4,0.7141303726070349,0.6677503572759007,950.5075259399309,36.71846753188585,106.52403209208616,1871.8661840440009,2015,2019,2015-2019
Ardea cinerea,5,0.8258449864021369,0.7982940578635768,1099.1996769012512,36.52245559301635,106.5025549261093,1978.2765348619207,2020,2024,2020-2024
Ardeola bacchus,1,0.756371544076306,0.8168379509259117,1006.7305251655544,35.822458291276135,106.23691034034455,2490.34276193673,2000,2004,2000-2004
Ardeola bacchus,2,0.6675300475847034,0.799808488859084,888.4824933352322,34.59738284079768,105.75617797087979,2245.7128177333434,2005,2009,2005-2009
Ardeola bacchus,3,0.6295581005713662,0.7835759164150383,837.9418318605065,34.11935058187021,105.53674978554085,2064.003304241409,2010,2014,2010-2014
Ardeola bacchus,4,0.6067607498756902,0.7681175280420266,807.5985580845324,33.897613254113416,105.41147831607401,1946.8192205971218,2015,2019,2015-2019
Ardeola bacchus,5,0.5898242263874335,0.7533881363599121,785.0560453216762,33.77476406388735,105.32795741940649,1867.2317722732014,2020,2024,2020-2024
Aythya ferina,1,0.35912592909849345,0.217687676072106,477.99661163009455,39.10307926123312,107.04837187463026,1801.3490535172707,2000,2004,2000-2004
Aythya ferina,2,0.3131606023700571,0.20211921819380976,416.81676175452725,38.78883462445095,106.94030909880712,1795.5605841094625,2005,2009,2005-2009
Aythya ferina,3,0.3376230875871941,0.2423715386916122,449.3763295785463,38.250855581369706,106.80472375268641,1790.0481779646473,2010,2014,2010-2014
Aythya ferina,4,0.4316552462540507,0.3523268965369724,574.5331327641356,37.54307521940751,106.65377083214116,1802.8938831070072,2015,2019,2015-2019
Aythya ferina,5,0.5995298939652337,0.5456913989574109,797.974288867708,36.88694319629038,106.53616860982247,1859.7181183497,2020,2024,2020-2024
Aythya fuligula,1,0.49999999999987854,0.49999999999986666,665.4999999998539,36.31409275650749,106.4881493695746,2050.1154045112003,2000,2004,2000-2004
Aythya fuligula,2,0.4999999999976588,0.4999999999976454,665.4999999968852,36.314092756508174,106.48814936957703,2050.115404511119,2005,2009,2005-2009
Aythya fuligula,3,0.4999999999959532,0.49999999999593975,665.4999999946155,36.31409275650806,106.488149369577,2050.1154045111207,2010,2014,2010-2014
Aythya fuligula,4,0.4999999999942476,0.49999999999423417,665.4999999923456,36.31409275650823,106.48814936957682,2050.11540451112,2015,2019,2015-2019
Aythya fuligula,5,0.499999999992542,0.4999999999925286,665.4999999900757,36.31409275650804,106.48814936957673,2050.1154045111202,2020,2024,2020-2024
Aythya nyroca,1,0.2612284215516337,0.20660578982226793,347.6950290852311,37.119768977929176,105.98705033731332,1447.4127849372596,2000,2004,2000-2004
Aythya nyroca,2,0.22990192449188251,0.19372423925423712,305.9994614986881,36.778125779217675,105.86158910889937,1608.807354227324,2005,2009,2005-2009
Aythya nyroca,3,0.2564773309843171,0.2176451329042204,341.37132754012816,36.83843480687358,106.09386818285255,1599.8132740315066,2010,2014,2010-2014
Aythya nyroca,4,0.3586763452357164,0.326243365378734,477.39821550873603,36.672799681437176,106.24822185774622,1790.6299444223487,2015,2019,2015-2019
Aythya nyroca,5,0.5876036332531442,0.5683203301245177,782.1004358599156,36.43787031003327,106.39667420478742,1972.3455268226887,2020,2024,2020-2024
Bubulcus coromandus,1,0.6482480426159843,0.755614323147599,862.8181447218732,34.69146434998946,105.7320605474862,1991.3248615505265,2000,2004,2000-2004
Bubulcus coromandus,2,0.6482480417202426,0.7556143227820027,862.818143529626,34.691464339768615,105.73206054423538,1991.3248548214267,2005,2009,2005-2009
Bubulcus coromandus,3,0.6482480417202414,0.7556143227820021,862.818143529625,34.691464339768594,105.73206054423534,1991.324854821417,2010,2014,2010-2014
Bubulcus coromandus,4,0.6482480417202414,0.7556143227820021,862.818143529625,34.691464339768594,105.73206054423534,1991.324854821417,2015,2019,2015-2019
Bubulcus coromandus,5,0.6482480417202414,0.7556143227820021,862.818143529625,34.691464339768594,105.73206054423534,1991.324854821417,2020,2024,2020-2024
Buteo hemilasius,1,0.3962542110541203,0.35749760969308697,527.4143549130413,37.11521566577012,106.6215568451112,2013.1753577008803,2000,2004,2000-2004
Buteo hemilasius,2,0.32213059612876893,0.3085930674549458,428.7558234473787,36.94673206800201,106.7622630821369,2371.869590590731,2005,2009,2005-2009
Buteo hemilasius,3,0.31214382281407604,0.301000025276145,415.46342816554125,36.92931349157009,106.80261893817493,2408.569921623067,2010,2014,2010-2014
Buteo hemilasius,4,0.3747528048920146,0.3558808100518167,498.79598331126994,36.91202073503284,106.74206658492301,2183.282688952774,2015,2019,2015-2019
Buteo hemilasius,5,0.5640390878443889,0.53891919499835506,750.7360259208832,36.70829947176133,106.61455119440515,1960.371583488002,2020,2024,2020-2024
Buteo japonicus,1,0.9886783112150889,1,1315.9308322272836,36.21911973352243,106.40208775143341,2022.4879858157271,2000,2004,2000-2004
Buteo japonicus,2,0.9575034802065339,0.9681898344669986,1274.4371321549072,36.20573113544961,106.38779503806954,1983.8793908148505,2005,2009,2005-2009
Buteo japonicus,3,0.9466990229442273,0.9571312815359952,1260.0563995387877,36.201226554809246,106.38275307245107,1970.0462014989894,2010,2014,2010-2014
Buteo japonicus,4,0.9429190194819644,0.9532581815195548,1255.0252149304818,36.199668682891286,106.3809781524104,1965.1497007134878,2015,2019,2015-2019
Buteo japonicus,5,0.9415921520479662,0.9518981154136924,1253.2591543758422,36.19912412972265,106.38035375910974,1963.4238427246412,2020,2024,2020-2024
Carpodacus erythrinus,1,0.5169869711039544,0.5069879425136343,688.109658539384,36.864761663899536,106.90566254960234,2306.263062856031,2000,2004,2000-2004
Carpodacus erythrinus,2,0.45934249437276736,0.44649596330862296,611.3848600101516,36.95203522446179,106.94759415352529,2230.110561410464,2005,2009,2005-2009
Carpodacus erythrinus,3,0.42781067915932464,0.4112689082150679,569.4160139610556,37.03384047329261,106.98558448199765,2162.980555904287,2010,2014,2010-2014
Carpodacus erythrinus,4,0.4324640778329749,0.4037895020057629,575.6096875956779,37.16003445337135,106.95004044892029,2044.6400236779982,2015,2019,2015-2019
Carpodacus erythrinus,5,0.6145127209505749,0.6030700221409543,817.9164315852261,36.57302206967223,106.60777190066476,2011.2265533403747,2020,2024,2020-2024
Cecropis daurica,1,0.8209938556529636,0.8449763307621305,1092.7428218741163,36.16554784680382,106.51844566733975,2253.584102308291,2000,2004,2000-2004
Cecropis daurica,2,0.7741428994315332,0.8180699755157523,1030.3841991433728,35.85744179408074,106.37151918915723,2190.170839521729,2005,2009,2005-2009
Cecropis daurica,3,0.7449578291119856,0.799698875672415,991.5388705480678,35.668010210045395,106.27826613480815,2144.6659148097533,2010,2014,2010-2014
Cecropis daurica,4,0.726080495843579,0.78707286859655,966.413139967785,35.54777916630471,106.21750244555292,2112.6334654524885,2015,2019,2015-2019
Cecropis daurica,5,0.713563710156244,0.7783537947531824,949.7532982179846,35.46948405786359,106.17711319548104,2090.2565099828885,2020,2024,2020-2024
Charadrius alexandrinus,1,0.207856289826649,0.1899232090458456,276.65672175926846,36.89474040942415,106.69160847466829,1690.4096696717631,2000,2004,2000-2004
Charadrius alexandrinus,2,0.22899322803130184,0.213149758255432,304.7899865096693,36.76333093573615,106.62957831451,1753.0785572674358,2005,2009,2005-2009
Charadrius alexandrinus,3,0.2672379846880069,0.25470511256621975,355.6937576197434,36.59802316625289,106.55714156336788,1842.5685810156106,2010,2014,2010-2014
Charadrius alexandrinus,4,0.33110420905440385,0.32353742929016577,440.6997022514193,36.423553713279254,106.48517663842031,1944.9330817861764,2015,2019,2015-2019
Charadrius alexandrinus,5,0.4259819816562597,0.4250218336373128,566.982017584464,36.27361929882118,106.42467219989155,2030.5733875578212,2020,2024,2020-2024
Charadrius dubius,1,0.5462247704610997,0.4860931730210966,727.0251694837411,37.406645183649445,106.98095519583678,2429.1680720371332,2000,2004,2000-2004
Charadrius dubius,2,0.6568817567039934,0.49416443466202975,874.3096181730094,38.174858823150885,106.92641395129928,1896.1299997199962,2005,2009,2005-2009
Charadrius dubius,3,0.6669847663287145,0.5232396403054075,887.7567239835167,37.940449893194895,106.88214647786448,1899.150058649993,2010,2014,2010-2014
Charadrius dubius,4,0.701744428293557,0.5865505658082659,934.0218340587024,37.54595834785444,106.77843895219465,1887.9436672460838,2015,2019,2015-2019
Charadrius dubius,5,0.7613244499489541,0.6917435219641482,1013.3228428820238,36.98943348674072,106.62933994852439,1878.1899661741827,2020,2024,2020-2024
Chlidonias hybrida,1,0.32288293035326815,0.15912470384847657,429.75718030020147,39.727751798564405,106.91629275479863,1369.7015090929895,2000,2004,2000-2004
Chlidonias hybrida,2,0.31701265515596455,0.19780842642485255,421.9438440125812,38.81467087587957,106.77296092831732,1465.9508568230876,2005,2009,2005-2009
Chlidonias hybrida,3,0.37449411327573773,0.2853556149429329,498.45166477001635,37.88217357268093,106.64773987621926,1629.2549247710165,2010,2014,2010-2014
Chlidonias hybrida,4,0.4835806465910919,0.4214160035533242,643.6458406127268,37.151802683715005,106.55650597673164,1809.6492712494903,2015,2019,2015-2019
Chlidonias hybrida,5,0.6285496436471983,0.5928294441530262,836.5995756944313,36.67632178597811,106.4994172565618,1957.8033425222754,2020,2024,2020-2024
Chloris sinica,1,0.7127681769107047,0.775048699988821,948.6944434681437,35.31165778062926,105.93440453479523,1937.180518815508,2000,2004,2000-2004
Chloris sinica,2,0.7284364531257826,0.774127887952814,969.5489191103943,35.4816148684459,106.13648002405849,1816.505201039809,2005,2009,2005-2009
Chloris sinica,3,0.7258401937425796,0.7715741395640818,966.0932978713934,35.476563219032336,106.13006601089755,1814.7343648038536,2010,2014,2010-2014
Chloris sinica,4,0.7187445341417346,0.7645330659636603,956.6489749426279,35.46325146422058,106.11313794591821,1809.6197398725958,2015,2019,2015-2019
Chloris sinica,5,0.6997829538295092,0.745430490167368,931.4111115470648,35.43056242446747,106.07022053441851,1795.1335384920712,2020,2024,2020-2024
Chroicocephalus ridibundus,1,0.3287267561220101,0.16529108335791295,437.5353123983738,39.50836290851236,106.9636550660174,1192.0583537082512,2000,2004,2000-2004
