species,occupancy_trend,occupancy_equivalent_trend,latitudinal_shift,elevational_shift,mean_occupancy,log_body_mass,log_body_length,clutch_size,log_egg_volume,longevity_y,maturity_y,avonet_hwi,log_elev_range,log_range_size
Alcedo atthis,-0.027236178320054767,-36.25135334399403,-0.16483243685560775,-42.56725583578473,0.7629419831697379,3.367295829986474,5.10594547390058,6,8.26031445389719,21,0.999315537303217,26.9,8.00849692990082,17.034072545990846
Amaurornis phoenicurus,-0.03300722607027344,-43.932617899535956,-0.13200666172507375,251.23038844958634,0.4668868674816088,5.382198850528739,5.749392985908253,6,9.817984128922188,15.654328373015874,1.2750762822811064,23.2,7.601402334583733,16.10195556368658
Anas acuta,0.07174402962627514,95.4913034325785,0.018881171915854107,-170.26733714360898,0.42752071402323627,6.752270376141742,6.351757936569426,8.5,10.714243975873572,27.4,0.6570841889117043,57.8,8.294299608857235,17.16202299729096
Anas carolinensis,0.06791211496810397,90.39102502254255,-0.06388171867179142,55.88017625546686,0.544774466186628,5.681877639268151,6.003887067106539,9.5,10.329204533419837,27.1,0.4928131416837782,52.8,8.11701408773731,16.48408996400116
Anas platyrhynchos,0.07998730252719632,106.46309966369411,-0.3148660314845833,151.88357984974292,0.6776162369726346,7.048386408721883,6.360438546633731,9,10.943417914466481,29.1,0.999315537303217,50.7,7.601402334583733,17.497044310099827
Anas zonorhyncha,-0.0026557545052573106,-3.5348092465080763,-0.0017144847139340302,-8.4248511940053,0.6881324906362682,7.035268599281097,6.352629396319567,9.5,10.763521190729845,22.35735555555555,1.2679240690862863,49.3,8.11701408773731,15.92245682161911
Anthus hodgsoni,-0.020418400922164008,-27.176891627403254,-0.18271339502763018,-106.45744394209846,0.7809364438056082,3.1780538303479458,5.049856007249537,5,8.456987945399478,10.194723809523811,0.9958540872201012,25.9,7.313886831633462,16.46233274291096
Anthus richardi,0.022333480715003313,29.725862831673734,-0.24506902032411293,138.05982163297747,0.5522955900052314,3.481240089335692,5.173320876373351,5,8.342191975428042,9.72208154761905,0.9955934916289096,29.3,7.496097345175956,16.40470517018047
Anthus spinoletta,0.08189631973692038,109.00400156984391,-0.48674465351469515,193.6665737428464,0.5297902645432784,3.1570004211501135,5.10594547390058,5,8.062037018349363,8.8,0.9938398357289528,23.4,8.071218539969863,15.152167087871517
Apus apus,0.028724802537496524,38.232712177412004,-0.24370156860729306,-126.96330879779839,0.41581934234175066,3.56953269648137,5.176149732573829,3,8.251439589628747,21.1,1.998631074606434,71.6,8.294299608857235,17.025544234402282
Apus nipalensis,-0.021284468300610263,-28.32962730811449,-0.4449471568740085,330.3686580117722,0.3877355185416043,3.367295829986474,4.848116364598481,3,7.865504602705463,14.46593421717172,1.9191893551729284,67.6,7.650168700845001,15.567838589704902
Apus pacificus,-4.557556850966902e-4,-0.6066108168633472,0.06494133000295851,255.3788754963573,0.6554121906620991,3.784189633918261,5.2390980068880655,2.5,8.325528927128646,16.076197222222227,1.7357220083893592,69.4,8.006700845440367,16.579302569219283
Ardea alba,-0.006271818807141281,-8.347790832305249,-8.570788207506601e-4,2.21415764511107,0.7742265438631658,6.878326468291325,6.84587987526405,4,10.8481635828315,22.8,1.998631074606434,32.1,8.294299608857235,18.13164517580507
Ardea cinerea,0.08641623312503684,115.02000628942254,-0.24881476957091836,131.2260046866319,0.6314594776219763,7.233094342611016,6.804614520062624,5,11.038185517054353,37.5,1.998631074606434,34.6,8.294299608857235,17.653276444824616
Ardeola bacchus,-0.03938639330867583,-52.4232894938456,-0.4795158041461836,-154.51155764632782,0.6500089336990998,5.69035945432406,6.2285110035911835,3,9.763255948687284,18.788256854256858,1.666188933433286,26.8,7.280008252884188,15.512732972283251
Aythya ferina,0.05993025736174741,79.7671725484835,-0.5678031534928911,12.40714286624049,0.40821895185500584,6.7650389767805414,6.1070228877422545,8,11.090851256227023,23.2,0.999315537303217,50.1,7.897668150726906,16.625582317405282
Aythya fuligula,-1.8084237889495077e-12,-2.4096135795571276e-9,1.1460543634511992e-13,-1.593882370685718e-11,0.49999999999605604,6.489964521183336,6.0014148779611505,9,10.831356794011262,45.2,0.999315537303217,50.1,8.006700845440367,16.829965413520547
Aythya nyroca,0.07815248441468546,104.02095675594168,-0.14691234335723255,123.16880739658828,0.3387775311033388,6.478509642208569,5.995207533386816,9,10.354953121333887,19.497104563492066,1.26436966689482,48.9,8.343077871169383,15.736471455285923
Bubulcus coromandus,-1.791487122751156e-10,-2.3844974750251066e-7,-2.0441754464622983e-9,-1.34582289922631e-6,0.6482480418993902,6.8957993877914445,6.421928621701284,3.903827692265192,10.942884524840466,22.959334523809524,2.0801586849723384,39.26944567099568,7.447404710707378,15.801354720648451
Buteo hemilasius,0.03881919623437831,51.66835018795749,-0.08485437209867443,-29.41944500637134,0.39386410454667375,7.353081920515432,6.401917196727186,3,11.477648485068048,29.598777655677644,3.1580960013254664,38.2,8.160803920954665,15.495640425890906
Buteo japonicus,-0.010875677905881438,-14.475527292730836,-0.004605366015788233,-13.685797628353496,0.9554783971791562,6.637913124658687,6.302618975744905,2.5,11.179945284019128,25.664747619047606,2.2644889481003463,41.2,7.170888478512505,15.311818382969507
Carpodacus erythrinus,0.016817308315344844,22.38383736772104,-0.03754799595450451,-77.55435567637791,0.49022338868391924,3.1570004211501135,5.000584958242754,4.5,7.860674443875942,9,0.999315537303217,30.8,8.37816098272068,16.96244397602549
Cecropis daurica,-0.026292269458139332,-34.99501064878506,-0.1701790205656491,-40.41925587200458,0.7559477580392611,3.2188758248682006,5.201255653704905,5,7.900127035261628,9,0.9938398357289528,53.2,8.268988209506656,16.7459520418977
Charadrius alexandrinus,0.05383623646823235,71.65603073921406,-0.15820194436628304,87.21819602908556,0.29223473865132427,3.7256934272366524,5.111987788356544,4,9.381551914323053,19,0.8774811772758385,55,8.006700845440367,16.421118531431294
Charadrius dubius,0.047506203056527224,63.2307562682258,-0.14633238691139244,-111.01425441998141,0.6666320343472637,3.5553480614894135,5.1298987149230735,3.5,9.194410157203073,13,1.998631074606434,51,6.68586094706836,17.331259712073983
Chlidonias hybrida,0.07779014180229876,103.53867873886053,-0.7765728217337154,151.9902081284975,0.4253039978046521,4.51085950651685,5.537334267018537,3,9.968011620444251,16,2.0414645491781003,63.6,7.601402334583733,16.12700730891414
Chloris sinica,-0.003566236514643875,-4.746660800992419,0.02194458834511103,-29.097942181408673,0.7171144623500622,2.970414465569701,4.879006851617819,4.5,7.619882444639367,12.180230952380953,1.0028308073400451,33.5,7.783640596221253,15.656638455880634
Chroicocephalus ridibundus,0.08146354139129418,108.42797359181255,-0.6238319847113408,226.15910216462726,0.46334831495665635,5.680172609017068,5.975081067857458,3,9.860094244604495,32.9,1.998631074606434,45.542265115440074,7.6514246402601636,16.00717618292175
Circus cyaneus,0.08442133045948659,112.3647908415796,-0.34681522379850993,-28.958379461841943,0.5526866979243371,6.1224928095143865,6.154858094016418,4.5,10.446234955871649,17.1,0.999315537303217,44.7,7.824445930877619,16.66803124289944
Columba livia,-0.06792474030675547,-90.4078293482887,0.1443957879020894,90.19607951335954,0.7634096408961991,5.60396213937399,5.817111159963204,2,10.019371897931531,35,0.38329911019849416,45.1,8.006700845440367,16.675663197535986
Columba rupestris,0.026805463599340194,35.67807205072042,0.04489220195413671,-7.9900844919643035,0.38625420334140853,5.495116942522644,5.771441123130016,2,9.628716440447267,17.53587916666666,1.1797082450593732,48.6,8.434028950155469,16.287653633788924
Copsychus saularis,-0.03160060621453807,-42.0604068715564,-0.5390845858529963,-3.8272494216921094,0.37930087547801006,3.713572066704308,5.337538079701318,5,8.175371616563444,10.66554424603175,1.1024567702052277,19.1,7.601402334583733,16.013808026213816
Corvus corone,0.07921366073433482,105.43338243739277,-0.4710860024548794,-159.61811948535694,0.48330417417859034,6.226536669287466,6.194405391104672,4.5,10.086810274663446,19.2,2.9979466119096507,36.9,8.188966863648876,17.322363394485414
Corvus macrorhynchos,0.05415146199411987,72.07559591417471,0.178875319460921,-107.19637913879349,0.4933467207347746,6.302618975744905,6.19644412779452,4,9.82945358533628,19.28106091269842,1.4304465916621962,34.8,8.517393171418904,16.40426609998287
Cuculus canorus,0.0572797319476119,76.23932322227685,-0.1648584837203639,73.39585123700616,0.7625127078690486,4.848116364598481,5.782285536144145,1,8.088235159882467,12.9,0.999315537303217,43.9,8.24301946898925,17.43552598380847
Cuculus micropterus,0.05481763629435371,72.96227390778239,-0.31180185036284364,14.043903088526706,0.5450236119182756,4.820281565605037,5.782285536144145,1,7.982537439893051,14.360315873015873,1.2547013624067,45.1,7.650168700845001,16.123151471730317
Cyanopica cyanus,-0.0077557490553327845,-10.32290199265311,-0.011387893596681783,-7.155558571958314,0.5235267825310532,4.639571612705423,5.921578419643816,6.5,9.035705992975938,14.105560912698412,1.1412365796421218,14.3,7.3783837129967145,15.37329097706686
Delichon dasypus,-0.055178611448649266,-73.4427318381534,-0.08037379601068012,232.80636572593804,0.5049649273247864,2.6026896854443837,4.7535901911063645,3,7.508113149673527,11.986192821067824,1.4250404682396458,54.8,8.160803920954665,15.140069106686585
Dendrocopos major,0.04896497063127443,65.17237591022788,-0.025836169475882725,-52.36917459907473,0.49116707501151374,4.276666119016055,5.404927101606295,5,8.71170184955345,12.7,0.999315537303217,29.3,7.824445930877619,17.01065604399817
Dicrurus hottentottus,0.020564299105077382,27.37108210885406,-0.14286661629755748,75.35315328115013,0.49790697043568194,4.454347296253507,5.739792912179234,3.5,9.138710634153757,13.265770472582972,1.0857896282172446,24.5,7.313886831633462,15.820457993719568
Dicrurus leucophaeus,-0.01802208358392709,-23.987393250206143,-0.672236034230346,-60.64059344911062,0.35489865743662063,3.970291913552122,5.648974238161206,3.5,8.838725814243155,12.227953012265507,1.0727669404517433,31.5,8.006700845440367,15.71650293445439
Dicrurus macrocercus,-0.025160681305288,-33.48886681733533,-0.5674016054559909,-366.89911796823975,0.5709750202512248,3.979681653901961,5.5928509139489195,3.5,8.576405051048084,11.98421607142858,1.0823982513607744,27.8,7.8636512654486515,16.05099801594702
Egretta garzetta,0.0209396969940161,27.870736699034556,-0.2420225923653512,-192.11244990130956,0.5093477891796256,6.100318952020064,6.368187186350492,4.5,10.595443023291933,22.3,0.999315537303217,33.1,7.7279755421055585,17.34603265679402
Elanus caeruleus,0.0031325899997125513,4.169477289618056,-0.4124608752548912,254.28798774411018,0.2945777345002236,5.442417710521793,5.786897381366708,4,9.858243817346844,6,0.9938398357289528,45.2,8.006700845440367,17.099647497836205
Emberiza cioides,0.035504103902762804,47.255962294581686,0.0065447543249281415,-4.7772283976560415,0.4107472648491922,3.2188758248682006,5.087596335232384,4.5,7.865042216120974,11.432960912698416,0.9838687515617676,22.1,7.438971592395862,16.169938116873578
Emberiza elegans,0.0479780024400137,63.85872124765866,-0.6499508004645593,-268.8810984629421,0.3914454916170789,2.970414465569701,4.983606621708336,6,7.867948057143421,10.777111652236655,0.9940771786013044,17.7,6.90875477931522,14.918223142252526
Emberiza godlewskii,-0.008979043136072867,-11.951106414110884,-0.20823499679504487,-22.788477997334876,0.2716513760581606,2.995732273553991,5.090678001769792,4,7.961794919057028,11.070985912698411,0.9970075725476116,21.4,8.216358332386156,15.575821192731294
Emberiza pusilla,-0.01918122638841994,-25.53021232297998,-0.015824068056507202,19.4212878093537,0.7943696833440138,2.7245795030534206,4.894101477840304,5,7.681096924930603,12.346238094177062,1.0132689884075892,24.5,6.90875477931522,16.144580043692937
Emberiza spodocephala,0.06728320291876963,89.5539430848842,-0.18095711580383217,269.14481948541686,0.5483304585546062,3.08876713952118,4.987025428457122,4.5,7.916719991666708,9.578985912698416,0.9909948013428482,19.4,7.170888478512505,15.39734396375658
Eophona migratoria,0.016944961637527227,22.553743939551087,-0.46087196147715803,-265.3192316548462,0.39468697008810916,3.9367156180185177,5.2548878086207,4.5,8.597804967908626,12.045080790043292,1.0138053409819303,33.1,6.90875477931522,15.013195327974868
Eudynamys scolopaceus,-0.012414694243665834,-16.523958038323155,-0.12441473072813942,185.42097104909595,0.4907770695767726,5.344723739362192,5.993961427306569,1,7.982537439893051,18.32413313492063,1.5355350271068948,31.4,7.496097345175956,16.086848677597434
Falco amurensis,0.06860030923287194,91.30701158895272,-0.704091256191331,200.92982708822345,0.32993808833694616,4.927253685157205,5.62040086571715,4,9.978568412423924,15.47607162698413,1.500893725314154,52.9,6.2166061010848646,14.842731723065075
Falco peregrinus,0.04142320105949071,55.13428061017643,0.28094144965112094,157.31359707298594,0.6509509892677824,6.602587892189336,6.077642243349034,3,10.909516972237679,25,0.999315537303217,52.2,8.294299608857235,17.45542724857687
Falco subbuteo,0.03202371268326116,42.623561581417285,-0.060227418523241365,101.20766268688729,0.6873783131390184,5.147494476813453,5.739792912179234,3,10.019371897931531,14.9,0.999315537303217,57.8,8.294299608857235,17.156810496185035
Falco tinnunculus,0.05797730769491742,77.16779654193763,-0.11489840359953807,96.00801224831312,0.8084303107980434,5.335131339670753,5.796057750765372,4.5,9.841473291305443,23.8,0.999315537303217,51,8.612685172875459,17.708086225609446
Ficedula albicilla,-0.04508905738146907,-60.013535374738375,0.031094867157420436,-71.81865828031438,0.7664748924554498,2.4423470353692043,4.795790545596741,5.5,7.319417809998254,9.42029920634921,1.0068358593266156,26.6,7.73972359635917,16.183715968305812
Fringilla montifringilla,-0.002591713537835487,-3.449570718851798,0.2147244418747719,103.17569496714036,0.6581718438349753,3.1986731175506815,5.030437921392435,6,7.743439352525806,14.8,0.999315537303217,32.5,8.02322468471667,16.43047400794495
Fulica atra,0.012068629294828315,16.063345591413796,0.0641051495160248,-52.6303623861324,0.8342670576138997,6.519884479274924,6.008813185442595,9,10.388626069366135,20.6,0.999315537303217,39.6,8.160803920954665,17.32678264182529
Gallinago gallinago,0.05817311054822494,77.42841013968751,-0.10304013194137496,-10.069266085391513,0.570948935494576,4.890349128221754,5.6131281063880705,4,9.955877420467084,18.2,0.999315537303217,44.3,7.937731775260109,16.816524404922067
Gallinula chloropus,-0.010850986039773232,-14.442662418937422,-0.05270537515413819,-53.926038860072005,0.7701706274622196,5.602118820879701,5.681877639268151,8,9.834164080692615,18.6,0.999315537303217,32.2,8.006700845440367,17.46656203881232
Garrulus glandarius,0.028839018793995034,38.38473401480675,0.025174519297081543,-56.752189841070646,0.40266697594310846,5.049856007249537,5.802118375377063,6.5,9.220608226670747,17.9,0.999315537303217,19.4,8.188966863648876,16.783779384835178
Gyps himalayensis,0.010645103388562999,14.168632610177855,-0.1093307275471488,270.152267824318,0.19295679676388244,9.210440366976517,7.20823017323267,1,12.375419561184742,38.83195416666667,4.56581495654699,35.5,7.824445930877619,15.165956766250593
Himantopus himantopus,0.0842622129711333,112.15300546457678,-0.9296928199963124,191.88120090383532,0.4641662058994104,5.214935757608986,5.932245187448011,4,10.16985647993398,16,1.9904175222450375,52.2,8.11102783819368,17.85624121508798
Hirundo rustica,0.04558637819751632,60.67546938089269,-0.027851095715497896,33.936456840871585,0.8391701465150964,2.9444389791664403,5.1149953094204985,4.5,8.09101504171053,16,0.999315537303217,52.6,8.006700845440367,17.760988746620527
Horornis fortipes,-0.04066473536121768,-54.12476276577945,-0.30038873575362407,364.7481250499607,0.41288163271319583,2.5257286443082556,4.77912349311153,4,7.575697465706858,11.056706979458454,1.0453583542474691,11.3,7.368970402194793,14.701068246926077
Hypsipetes leucocephalus,-0.027107456682588096,-36.08002484452609,-0.48498721003567213,390.2165613456482,0.3347208975305307,4.007333185232471,5.5093883366279774,3,8.320681074097056,14.980297023809522,1.439432034483881,24.7,7.3783837129967145,15.344788303993498
Ixobrychus sinensis,0.05643086086911779,75.10947581679352,-0.14742549947707964,107.06493745618427,0.42737208258463777,4.343805421853684,5.802118375377063,7,9.508085702072979,13.421683297258296,1.1848762942320423,31,7.313886831633462,15.966482094077671
Ixos mcclellandii,-0.014893019796444383,-19.82260934906777,-0.3841435391006479,413.5028219476565,0.3141985220704086,3.713572066704308,5.424950017481403,3,8.582822528023232,13.33801607142857,1.2738730701954497,18.1,7.550135342488429,14.687607655222436
Lanius cristatus,6.563377813571789e-4,0.8735855869831882,0.004589049281023848,-3.6799945881450746,0.8573227060749565,3.4339872044851463,5.247024072160486,6,8.348055701607347,10.375988528138535,0.9937542452983898,26.6,7.496097345175956,16.464876430080544
Lanius schach,-0.012232672459395291,-16.281687043458533,-0.5865056025094065,-180.5150548830449,0.4390685068840328,4.060443010546419,5.5254529391317835,4.5,9.217423993782207,12.046048196248204,1.0941345811196914,20.3,8.006700845440367,16.228788105532008
Lanius tephronotus,-0.03375492993731698,-44.92781174656735,-0.5850217716055447,302.5977576707804,0.27054114431048293,3.8501476017100584,5.418320158942733,5,8.542897448219563,10.17756388888889,1.0818503525526089,20.6,7.496097345175956,14.12019400698808
Leiothrix lutea,-0.02874666879624512,-38.26181616780151,-0.2764320402700261,358.41160805680914,0.30719573691969837,3.091042453358316,4.959341999708705,3.5,8.111994431834155,15,1.0519833936312353,12.8,7.741099090035366,14.875133810106666
Lonchura punctulata,-0.028986273771583367,-38.580730389979756,-0.7841992992323001,421.78394471044174,0.346183894236575,2.70805020110221,4.740574822994295,6,6.998156520549741,11.14337996031746,1.0924734879349849,22,8.006700845440367,15.788107647385674
Lonchura striata,-0.0405711010876276,-54.00013554763791,-0.6550032055039465,309.0443605440219,0.38701506618369363,2.5649493574615367,4.705015520957808,5,6.801555122035311,10,1.0642341215518805,20.9,7.72356247227797,15.507388754510194
Mareca falcata,0.07765125972456625,103.35382669339843,-0.07517203861395626,-32.362288294552755,0.3343575858579682,6.61472560020376,6.191339471482838,8,10.879550966958906,20.90252662337663,1.4002291478390032,54.5,7.770141097036345,15.518467740207587
Mareca penelope,0.053186596434687615,70.79135985457513,-0.17834912161912617,-13.84945312345048,0.45652544372735754,6.587550014824796,6.194405391104672,8.5,10.8481635828315,22.67571686507937,1.5319235829004807,57.2,8.202756381655638,16.609301116875567
Mareca strepera,0.07169388612363321,95.42456243055466,-0.7615044410928847,-56.22572433812415,0.4881890031167223,6.789534647594706,6.250940027669582,10,11.23621392311136,23.218036706349213,1.5473263674685638,54.8,7.912423121473705,16.736107759385593
Mergus merganser,0.04449285912225374,59.219995491715096,-0.16607728907626396,-3.3599863410505044,0.48600060831388125,7.266478124538169,6.486160788944089,10.5,11.507804877108915,14.8,1.998631074606434,46,7.937731775260109,17.03101922471289
Milvus migrans,0.044767000965574,59.58487828517477,-0.06935629591265353,-111.76582079139791,0.58986838171661,6.987951820976414,6.398594934535208,2.5,11.288577688868314,24,2.9979466119096507,48.1,7.601402334583733,17.895901629618965
Monticola solitarius,-0.013750387076204126,-18.30176519842343,-0.4633544802271193,-263.27037513807966,0.4523483126109305,3.9415818076696905,5.358941988364472,4.5,8.78314945844974,10.8601882936508,1.0042222140738537,29.5,8.343077871169383,16.096767629079153
Motacilla alba,0.017023275070284855,22.6579791185469,0.10583834629351413,-121.25344812606092,0.9686008675104464,3.1570004211501135,5.173320876373351,5.5,7.963223434607633,13.7,0.999315537303217,31.4,8.517393171418904,17.49152543308597
Motacilla cinerea,0.008461111437221655,11.261739322941722,-0.029263918361793546,-6.842525421001235,0.9133987974788097,2.9444389791664403,5.198497031265826,5,7.495697487342301,8,0.999315537303217,34.6,8.31898612539206,16.791710316408505
Motacilla citreola,0.07039627147308511,93.69743733067071,-0.007899650488203706,-248.77585107933976,0.5278317252973348,3.1135153092103742,5.156177599386914,4.5,7.963223434607633,11.083961273448775,1.0815409210912268,28.2,8.434028950155469,16.612910590017925
Motacilla tschutschensis,-0.009922419573713061,-13.206740452607017,0.09246240966812729,-89.31212064302949,0.9002054405563699,2.995732273553991,5.14166355650266,5,8.124046894225325,8.833597853535355,0.9873049661571192,33.5,7.170888478512505,16.036373697724166
Myophonus caeruleus,-0.0349813295199372,-46.56014959103544,-0.8168438465323806,96.08698654050832,0.4159410167524518,5.159055299214529,5.75890177387728,4,9.529319783082597,14.857198412698413,1.1343535928859318,20.7,8.006700845440367,15.753740545652043
Nycticorax nycticorax,1.5403508785788223e-10,2.050219178069186e-7,7.537703675954167e-10,3.965483282576509e-7,0.6735456132403035,6.386037214049723,6.279459070741808,4,10.221577581159291,21.1,0.999315537303217,33.1,8.479906606630221,17.734415350085715
Oriolus chinensis,0.03702810807788477,49.28441185166973,-0.2791740512388656,-27.135843167244122,0.5032575101658826,4.442651256490317,5.497168225293202,4,9.350553060576084,29,1.488401826612812,29.1,7.3783837129967145,15.59247142773895
Pardaliparus venustulus,-6.191413458605661e-4,-0.8240771313492159,-0.4066733328653049,-81.93834417914955,0.407939040795705,2.5257286443082556,4.59511985013459,6,7.423004105945774,10.72611527777778,1.0238883565290111,24.3,7.901377353792616,14.295461151720877
Parus minor,0.010567117436571738,14.064833308076611,-0.15825120274576665,-154.97565401759093,0.6194481350361783,5.728788180070247,5.946732299903784,3.5625327017037547,9.984076850612091,18.83604365079365,1.756734967747288,35.20919406565655,7.44997676145818,15.598680992434023
Parus monticolus,-0.028510575210478704,-37.9475756051464,-1.3526314662810122,-21.586864386296913,0.20683168649450082,2.5649493574615367,4.8283137373023015,5,7.2653238714980075,10.018441666666662,1.044113840813531,15.7,8.258681496264236,14.337052221333847
Passer cinnamomeus,-0.018827432392474835,-25.059312514381233,-0.513081985093571,-21.378590078640958,0.45639028102858825,2.9444389791664403,4.875197323201151,5,7.770333151681241,12.315432142857144,0.9862173685125416,31.5,8.366602832783736,15.344098864103021
Passer montanus,0.04728893914087256,62.94157799650443,0.03827477477600021,19.305839754652553,0.9132397774602552,3.044522437723423,4.894101477840304,5.5,7.863827874227644,13.1,0.8733744010951403,24.6,8.38958706681109,17.48086040917357
Periparus ater,0.025645933936612436,34.134738069633286,-0.152971476536306,240.07682313072354,0.3589912926089237,2.277267285009756,4.663439094112067,9.5,6.963978927175889,9.5,0.999315537303217,21.9,8.427487278331744,16.75928924444863
Pernis ptilorhynchus,0.05101356484695942,67.89905481130148,0.3194423824504906,124.84901210622347,0.5700837177174695,7.244941546337007,6.311734809152915,2,10.772307569384855,21.966901136363628,2.0637581298464256,32,7.601402334583733,16.237059368890545
Phalacrocorax carbo,0.07848854923385688,104.46825903026053,-0.24441592513078106,-11.686757306401924,0.583106259758899,7.659642954564682,6.710523109452428,4,10.928204795098106,32.1,3.997262149212868,37.1,0,17.015843643128512
Phasianus colchicus,0.08709865209506001,115.92830593852986,-0.09077942894911231,165.17869983073695,0.571455941287065,7.284820912568604,6.684611727667927,6,10.303675653031984,27,0.6570841889117043,25.8,8.160803920954665,15.820594908745669
Phoenicurus auroreus,0.029534896625385894,39.310947408391165,-0.08947742387644908,-128.55114564795733,0.6463959780573704,2.9444389791664403,4.973279507552487,6.5,7.867948057143421,10.858134920634916,0.9843818079593208,20.5,8.216358332386156,15.3888539835833
Phoenicurus fuliginosus,-0.019735610028203884,-26.268096947542553,-0.34539868522735656,-495.4977510742959,0.4893040097749595,3.0601145324832593,5.203191129696201,4,8.497691857960922,12.714076190476192,1.1247479955021007,25.4,8.131824785007195,15.444793243865215
Phoenicurus ochruros,0.017455941388501914,23.233857988098787,0.13188164375541764,115.20426673800202,0.23830147865063087,2.995732273553991,4.990432586778736,5,7.800976790850839,10.2,0.999315537303217,23.1,8.556606193773073,16.43758350100969
Phylloscopus fuscatus,0.025454270374846943,33.879633868917274,0.1925567961254229,210.72743971436265,0.6889921103050792,2.3978952727983707,4.808111029984782,5,7.347570282689269,9.477758333333332,0.9958353161022536,19.1,8.343077871169383,16.267300746088626
Phylloscopus inornatus,-0.02366373257354222,-31.496428055384094,0.002981436770713769,6.406425552021961,0.766134404431587,2.1400661634962708,4.579852378003801,5.5,7.0699081414855645,9.362684523809524,0.9997637571569776,19,8.160803920954665,16.186981326700014
Phylloscopus proregulus,-0.010481332194320937,-13.950653150637393,-0.11043975006132342,-59.57873861182526,0.7857061463865773,1.9810014688665833,4.584967478670572,5.5,7.398174092970465,9.701265873015872,0.9911849515987065,18.9,7.244941546337007,15.47560657649655
Pica serica,0.10255557371194149,136.50146861060028,0.08978008738970117,79.10814037529872,0.47883828164432135,6.244219792941626,6.151764556925901,5,10.216916605849836,19.99674841269841,1.9527849927849923,37.776778373015865,7.6252227179002405,15.85172633045002
Picus canus,-4.9739147061937956e-12,-6.6209954915843434e-9,-2.507141470727415e-13,2.4914081160779966e-10,0.49999999998898165,4.945207488773801,5.666426688112432,9.5,8.856574791731576,14.322093650793656,1.0039233619069317,25.8,7.601402334583733,16.255852950596587
Platalea leucorodia,0.06681975630956083,88.9370956480282,-0.4503792755571283,332.4869108503048,0.24987821779312766,7.621195162809845,6.727431724850855,3.5,11.400766671073331,30.1,2.9979466119096507,40.4,6.2166061010848646,15.652338923644695
Podiceps cristatus,0.07379148326368183,98.21646422396107,-0.44401408120341873,189.85697412539108,0.4886116386694917,6.716594773520978,6.311734809152915,4.5,10.817442339814868,19.2,1.998631074606434,42.9,8.006700845440367,16.80183731045429
Pomatorhinus ruficollis,-0.02093990182136817,-27.87100932424132,-0.5301857575849231,421.43326302346503,0.31483385517470325,3.295836866004329,5.14166355650266,4,8.409676040780964,13.24516174136321,1.0475594749193295,10,8.071218539969863,14.81125843164019
