species
Chlidonias leucopterus
Ceryle rudis
Tringa stagnatilis
Phylloscopus humei
Spatula querquedula
Phylloscopus borealis
Halcyon smyrnensis
Ardea purpurea
Pericrocotus solaris
Regulus regulus
Accipiter soloensis
Aquila chrysaetos
Emberiza tristrami
Larus argentatus
Ptyonoprogne rupestris
Riparia diluta
Psilopogon virens
Ardea intermedia
Picoides canicapillus
Accipiter gentilis
Accipiter virgatus
Calidris temminckii
Prinia flaviventris
Streptopelia tranquebarica
Eumyias thalassinus
Emberiza pallasi
Sitta europaea
Pandion haliaetus
Garrulax canorus
Saxicola ferreus
Aethopyga christinae
Orthotomus sutorius
Ficedula zanthopygia
Numenius arquata
Emberiza rustica
Ciconia nigra
Corvus frugilegus
Anthus roseatus
Athene noctua
Calidris alpina
Emberiza chrysophrys
Spinus spinus
Phoenicurus hodgsoni
Anser cygnoides
Bucephala clangula
Anser indicus
Netta rufina
Podiceps nigricollis
Pericrocotus ethologus
Centropus sinensis
Pluvialis fulva
Charadrius placidus
Eurystomus orientalis
Zosterops erythropleurus
Larus ichthyaetus
Sturnus vulgaris
Pterorhinus perspicillatus
Nucifraga caryocatactes
Halcyon pileata
Cyanoderma ruficeps
Phylloscopus claudiae
Caprimulgus jotaka
Spilornis cheela
Glaucidium cuculoides
Sternula albifrons
Larus brunnicephalus
Acrocephalus bistrigiceps
Jynx torquilla
Anser fabalis
Emberiza fucata
Megaceryle lugubris
Glaucidium brodiei
Butastur indicus
Remiz consobrinus
Cuculus poliocephalus
Larus vegae
Hierococcyx sparverioides
Pericrocotus cantonensis
Pseudopodoces humilis
Calidris ruficollis
Phylloscopus trochiloides
Luscinia svecica
Enicurus schistaceus
Phylloscopus coronatus
Poecile montanus
Turdus rubrocanus
Gypaetus barbatus
Muscicapa dauurica
Linaria flavirostris
Dendronanthus indicus
Cygnus cygnus
Passer domesticus
Cygnus columbianus
Prunella strophiata
Botaurus stellaris
Mergellus albellus
Circus melanoleucos
Otus sunia
Pericrocotus speciosus
Anthus cervinus
Accipiter gularis
Centropus bengalensis
Enicurus scouleri
Pluvialis squatarola
Dicaeum ignipectus
Coturnix japonica
Zoothera aurea
Alcippe hueti
Phoenicurus erythrogastrus
Turdus ruficollis
Alcippe davidi
Grus grus
Phylloscopus pulcher
Prunella fulvescens
Phylloscopus armandii
Corvus pectoralis
Larus crassirostris
Numenius phaeopus
Oenanthe isabellina
Pnoepyga pusilla
Calidris subminuta
Gelochelidon nilotica
Pyrgilauda ruficollis
Lanius tigrinus
Galerida cristata
Muscicapa griseisticta
Phoenicurus leucocephalus
Glareola maldivarum
Pica bottanensis
Turdus obscurus
Charadrius leschenaultii
Ciconia boyciana
Calidris ferruginea
Alaudala cheleensis
Poecile palustris
Aethopyga gouldiae
Blythipicus pyrrhotis
Anser albifrons
Phoenicurus schisticeps
Grus nigricollis
Turdus cardis
Turdus pallidus
Periparus rubidiventris
Pericrocotus divaricatus
Pyrrhula erythaca
Phylloscopus schwarzi
Ixobrychus cinnamomeus
Oenanthe deserti
Phylloscopus affinis
Prunella rubeculoides
Phylloscopus plumbeitarsus
Phylloscopus yunnanensis
Onychostruthus taczanowskii
Hydroprogne caspia
Xenus cinereus
Phylloscopus magnirostris
Lanius bucephalus
Cuculus saturatus
Anser serrirostris
Monticola rufiventris
Corvus dauuricus
Erpornis zantholeuca
Otocichla mupinensis
Paradoxornis gularis
Cyanoptila cyanomelana
Coccothraustes coccothraustes
Ficedula mugimaki
Turdus kessleri
Oenanthe pleschanka
Aquila nipalensis
Emberiza rutila
Larvivora sibilans
Calidris acuminata
Lophura nycthemera
Aviceda leuphotes
Horornis canturians
Hydrophasianus chirurgus
Larus canus
Carpodacus dubius
Cinclus cinclus
Carpodacus pulcherrimus
Mycerobas carnipes
Otus lettia
Aerodramus brevirostris
Hirundapus caudacutus
Sibirionetta formosa
Arenaria interpres
Phylloscopus subaffinis
Lalage melaschistos
Lophophanes dichrous
Tichodroma muraria
Horornis diphone
Phylloscopus tenellipes
Phylloscopus forresti
Staphida torqueola
Aythya baeri
Rhopophilus pekinensis
Ficedula erithacus
Emberiza leucocephalos
Leucosticte nemoricola
Lanius isabellinus
Phylloscopus ricketti
Oenanthe oenanthe
Sitta villosa
Calliope calliope
Numenius madagascariensis
Rallus indicus
Rhipidura albicollis
Aegypius monachus
Terpsiphone incei
Emberiza schoeniclus
Limosa lapponica
Delichon urbicum
Leptopoecile sophiae
Scolopax rusticola
Zapornia akool
Dendrocopos hyperythrus
Tarsiger rufilatus
Pica pica
Turdus atrogularis
Buteo refectus
Pyrrhocorax graculus
Urosphena squameiceps
Acridotheres tristis
Apus salimalii
Yuhina nigrimenta
Zosterops palpebrosus
Carpodacus sibiricus
Clamator coromandus
Loxia curvirostra
Sitta nagaensis
Rostratula benghalensis
Petronia petronia
Falco cherrug
Platalea minor
Bombycilla garrulus
Bombycilla japonica
Hieraaetus pennatus
Cacomantis merulinus
Carpodacus rubicilloides
Phylloscopus reguloides
Chloropsis hardwickii
Bubo bubo
Carpodacus waltoni
Ficedula strophiata
Calidris alba
Heterophasia desgodinsi
Eophona personata
Horornis acanthizoides
Calidris tenuirostris
Calidris falcinellus
Carpodacus vinaceus
Emberiza aureola
Falco columbarius
Parus major
Aegithalos caudatus
Myiomela leucura
Dendrocopos leucotos
Larus fuscus
Leucosticte brandti
Pteruthius aeralatus
Agropsar sturninus
Egretta eulophotes
Mergus serrator
Haematopus ostralegus
Haliaeetus albicilla
Tringa brevipes
Psilopogon faber
Mergus squamatus
Panurus biarmicus
Prunella collaris
Pterorhinus davidi
Aythya marila
Montifringilla adamsi
Certhia familiaris
Asio flammeus
Buteo rufinus
Pericrocotus brevirostris
Prinia superciliaris
Prunella montanella
Perdix hodgsoniae
Sturnia sinensis
Phylloscopus goodsoni
Calidris canutus
Nisaetus nipalensis
Chloropsis lazulina
Terpsiphone paradisi
Ithaginis cruentus
Ibidorhyncha struthersii
Columba leuconota
Cyanistes cyanus
Charadrius mongolus
Grus virgo
Chloris ambigua
Alectoris chukar
Asio otus
Pterorhinus pectoralis
Calidris pugnax
Larus relictus
Turdus merula
Lanius phoenicuroides
Sylviparus modestus
Emberiza yessoensis
Ictinaetus malaiensis
Aegithalos iouschistos
Chrysolophus pictus
Limnodromus semipalmatus
Phylloscopus maculipennis
Muscicapa ferruginea
Certhia hodgsoni
Poecile weigoldicus
Trochalopteron affine
Niltava sundara
Locustella lanceolata
Merops viridis
Falco naumanni
Fulvetta cinereiceps
Anthus godlewskii
Hypothymis azurea
Lioparus chrysotis
Turdus dissimilis
Monticola gularis
Harpactes erythrocephalus
Minla ignotincta
Ficedula tricolor
Ixobrychus eurhythmus
Phylloscopus castaniceps
Erythrogenys gravivox
Pteruthius xanthochlorus
Emberiza siemsseni
Phylloscopus ogilviegranti
Dryobates cathpharius
Carpodacus rubicilla
Niltava davidi
Sinosuthora alphonsiana
Calidris minuta
Gallinago stenura
Phalaropus lobatus
Garrulax monileger
Geokichla sibirica
Fringilla coelebs
Turdus boulboul
Grus vipio
Prunella immaculata
Melanocorypha maxima
Yuhina gularis
Cyornis hainanus
Enicurus maculatus
Fulvetta ruficapilla
Perdix dauurica
Calandrella acutirostris
Muscicapa muttui
Dicaeum minullum
Turdus viscivorus
Numenius minutus
Poecile superciliosus
Brachypteryx leucophris
Surniculus lugubris
Emberiza lathami
Cuculus optatus
Ficedula narcissina
Fulvetta vinipectus
Grus monacha
Ninox japonica
Carduelis carduelis
Pucrasia macrolopha
Syrrhaptes paradoxus
Geokichla citrina
Parayuhina diademata
Prinia hodgsonii
Strix nivicolum
Columba hodgsonii
Prinia striata
Psilopogon asiaticus
Saundersilarus saundersi
Tetraogallus tibetanus
Coracias garrulus
Montifringilla henrici
Niltava macgrigoriae
Actinodura cyanouroptera
Hypsipetes amaurotis
Gallinago megala
Passer ammodendri
Poecile hypermelaenus
Aegithalos fuliginosus
Cyornis whitei
Pterorhinus lanceolatus
Tarsiger chrysaeus
Chalcophaps indica
Horornis flavolivaceus
Paradoxornis guttaticollis
Carpodacus roseus
Cettia castaneocoronata
Dicrurus aeneus
Phylloscopus occisinensis
Anser erythropus
Arundinax aedon
Paradoxornis heudei
Pyrgilauda blanfordi
Tragopan temminckii
Cygnus olor
Dryocopus martius
Nettapus coromandelianus
Buteo lagopus
Monticola saxatilis
Phylloscopus kansuensis
Leptopoecile elegans
Chloris chloris
Otus spilocephalus
Rhodospiza obsoleta
Calandrella brachydactyla
Clanga clanga
Dicaeum cruentatum
Emberiza yunnanensis
Locustella luteoventris
Charadrius veredus
Grus japonensis
Aquila fasciata
Phylloscopus valentini
Aethopyga saturata
Anthus gustavi
Bucanetes mongolicus
Yuhina occipitalis
Crossoptilon crossoptilon
Larvivora cyane
Elachura formosa
Locustella mandelli
Micropternus brachyurus
Certhia himalayana
Erythrogenys swinhoei
Larus cachinnans
Accipiter badius
Aquila heliaca
Pelecanus crispus
Podiceps auritus
Artamus fuscus
Fulvetta striaticollis
Machlolophus spilonotus
Motacilla flava
Alcippe fratercula
Ixobrychus flavicollis
Spizixos canifrons
Arachnothera magna
Cephalopyrus flammiceps
Alophoixus pallidus
Merops apiaster
Podoces hendersoni
Pycnonotus cafer
Otis tarda
Anthus campestris
Tarsiger indicus
Ficedula hyperythra
Tringa guttifer
Buteo buteo
Linaria cannabina
Schoeniparus brunneus
Chrysolophus amherstiae
Aethopyga siparaja
Thalasseus bergii
Francolinus pintadeanus
Pastor roseus
Locustella davidi
Locustella thoracica
Merops philippinus
Procarduelis nipalensis
Cypsiurus balasiensis
Gallicrex cinerea
Charadrius atrifrons
Sitta przewalskii
Lanius giganteus
Luscinia megarhynchos
Columba oenas
Phylloscopus collybita
Acanthis flammea
Ianthocincla maxima
Terpsiphone atrocaudata
Yuhina flavicollis
Calcarius lapponicus
Pyrrhula nipalensis
Carpodacus davidianus
Helopsaltes certhiola
Ficedula elisae
Hemipus picatus
Crossoptilon auritum
Prinia rufescens
Dendrocopos darjellensis
Zoothera dixoni
Treron sphenurus
Mycerobas affinis
Spinus thibetanus
Carpodacus trifasciatus
Anthus trivialis
Aviceda jerdoni
Macropygia unchall
Luscinia phaenicuroides
Cyornis glaucicomans
Copsychus malabaricus
Lanius collurioides
Muscicapa striata
Pyrrhula pyrrhula
Tephrodornis virgatus
Pericrocotus roseus
Phylloscopus tephrocephalus
Sitta frontalis
Strix leptogrammica
Arborophila gingica
Zapornia fusca
Abroscopus superciliaris
Dryobates minor
Turdus maximus
Carpodacus puniceus
Melanocorypha mongolica
Phylloscopus intensior
Sterna sumatrana
Acrocephalus arundinaceus
Oriolus traillii
Picoides tridactylus
Melanochlora sultanea
Suthora verreauxi
Curruca curruca
Saxicola caprata
Calidris pygmaea
Dendrocopos leucopterus
Leucogeranus leucogeranus
Neosuthora davidiana
Serinus pusillus
Acrocephalus agricola
Alectoris magna
Calliope tschebaiewi
Cecropis striolata
Ficedula westermanni
Sinosuthora conspicillata
Onychoprion anaethetus
Anthus rufulus
Cettia brunnifrons
Phoenicurus erythronotus
Trochalopteron henrici
Charadrius dealbatus
Egretta sacra
Gallus gallus
Phalacrocorax capillatus
Pnoepyga albiventer
Pterorhinus chinensis
Circaetus gallicus
Tesia cyaniventer
Aethopyga nipalensis
Melanitta stejnegeri
Turdus chrysolaus
Phoenicurus alaschanicus
Sasia ochracea
Abroscopus schisticeps
Coracina macei
Curruca communis
Pterorhinus berthemyi
Phylloscopus soror
Conostoma aemodium
Urocynchramus pylzowi
Niltava grandis
Carpodacus subhimachalus
Phyllergates cucullatus
Syrmaticus ellioti
Phylloscopus emeiensis
Emberiza bruniceps
Lanius excubitor
Certhia tianquanensis
Ixobrychus minutus
Psarisomus dalhousiae
Riparia chinensis
Stachyris nigriceps
Turnix tanki
Lanius borealis
Dicaeum melanozanthum
Lanius collurio
Nyctyornis athertoni
Staphida castaniceps
Fulvetta manipurensis
Psilopogon franklinii
Treron sieboldii
Trochalopteron milnei
Ianthocincla lunulata
Turdus feae
Acrocephalus dumetorum
Ianthocincla ocellata
Phylloscopus intermedius
Rallus aquaticus
Ianthocincla cineracea
Carpodacus verreauxii
Larus schistisagus
Phoenicurus phoenicurus
Streptopelia turtur
Sturnia malabarica
Hemixos flavala
Carpodacus edwardsii
Emberiza cia
Grandala coelicolor
Pitta nympha
Pterorhinus albogularis
Tyto longimembris
Ficedula parva
Poecile davidi
Sitta himalayensis
Circus aeruginosus
Sterna dougallii
Sitta yunnanensis
Carpodacus lepidus
Cyanoptila cumatilis
Emberiza buchanani
Phylloscopus borealoides
Cisticola exilis
Locustella chengi
Pteruthius melanotis
Turdus albocinctus
Urocissa flavirostris
Zoothera dauma
Chrysococcyx maculatus
Iduna caligata
Lanius minor
Aethopyga ignicauda
Clangula hyemalis
Trochalopteron formosum
Actinodura egertoni
Chrysophlegma flavinucha
Cinnyris jugularis
Remiz coronatus
Tetrastes sewerzowi
Zoothera mollissima
Pycnonotus flavescens
Tragopan caboti
Cyornis brunneatus
Limnodromus scolopaceus
Prunella atrogularis
Zapornia pusilla
Picus chlorolophus
Porphyrio porphyrio
Thalasseus bernsteini
Plegadis falcinellus
Corvus monedula
Cyornis unicolor
Gallinago solitaria
Passer hispaniolensis
Caprimulgus affinis
Emberiza sulphurata
Oriolus oriolus
Cettia major
Dicrurus paradiseus
Emberiza hortulana
Phylloscopus examinandus
Pyrgilauda davidiana
Spilopelia senegalensis
Turdus pilaris
Curruca minula
Psilopogon haemacephalus
Acrocephalus concinens
Chlidonias niger
Dicrurus annectens
Dicrurus remifer
Haliaeetus leucoryphus
Caprimulgus europaeus
Timalia pileata
Carpodacus roborowskii
Cholornis unicolor
Pellorneum ruficeps
Suthora fulvifrons
Delichon nipalense
Heterophasia pulchella
Phylloscopus chloronotus
Rallina eurizonoides
Tetraophasis obscurus
Aegithina tiphia
Nipponia nippon
Tetraophasis szechenyii
Tetrastes bonasia
Locustella tacsanowskia
Mycerobas melanozanthos
Phaenicophaeus tristis
Serilophus lunatus
Calonectris leucomelas
Phylloscopus fuligiventer
Carpodacus thura
Otus scops
Rissa tridactyla
