term,estimate,std.error,z_statistic,p_value,component,species
p(log_observers),0.17693152324700337,NA,NA,NA,other,Aythya ferina
p(duration_min),2.0614253287451198e-7,NA,NA,NA,other,Aythya ferina
psi(Int),-1.3681031513556094,NA,NA,NA,initial_occupancy,Charadrius alexandrinus
psi(bio4),-0.13985513953087506,NA,NA,NA,initial_occupancy,Charadrius alexandrinus
psi(elev_sd),0.13181737336700194,NA,NA,NA,initial_occupancy,Charadrius alexandrinus
psi(texture_shannon),-0.012804976352874382,NA,NA,NA,initial_occupancy,Charadrius alexandrinus
psi(npp_mean),0.43099333683691815,NA,NA,NA,initial_occupancy,Charadrius alexandrinus
psi(landcover_built),-0.04025073060854361,NA,NA,NA,initial_occupancy,Charadrius alexandrinus
col(Int),-3.9334524789316023,NA,NA,NA,colonization,Charadrius alexandrinus
col(block_index),0.6099592189609127,NA,NA,NA,colonization,Charadrius alexandrinus
col(built_rep),-0.17377461410506154,NA,NA,NA,colonization,Charadrius alexandrinus
col(npp_rep),-0.09457206251673958,NA,NA,NA,colonization,Charadrius alexandrinus
ext(Int),-3.7161719704104614,NA,NA,NA,extinction,Charadrius alexandrinus
ext(block_index),0.3309225826906789,NA,NA,NA,extinction,Charadrius alexandrinus
ext(built_rep),-0.009426454954731605,NA,NA,NA,extinction,Charadrius alexandrinus
ext(bio4),-0.5341426355202616,NA,NA,NA,extinction,Charadrius alexandrinus
p(Int),-2.477576182373384,NA,NA,NA,other,Charadrius alexandrinus
p(log_events),0.8395279334552171,NA,NA,NA,other,Charadrius alexandrinus
p(log_observers),-0.08160124644251752,NA,NA,NA,other,Charadrius alexandrinus
p(duration_min),7.657537938682414e-7,NA,NA,NA,other,Charadrius alexandrinus
psi(Int),-5.349917296116267,NA,NA,NA,initial_occupancy,Motacilla citreola
psi(bio4),6.570738474829332,NA,NA,NA,initial_occupancy,Motacilla citreola
psi(elev_sd),0.39358349191118014,NA,NA,NA,initial_occupancy,Motacilla citreola
psi(texture_shannon),-1.295847860354675,NA,NA,NA,initial_occupancy,Motacilla citreola
psi(npp_mean),-3.9477927299668765,NA,NA,NA,initial_occupancy,Motacilla citreola
psi(landcover_built),-21.33811076631556,NA,NA,NA,initial_occupancy,Motacilla citreola
col(Int),-5.341733315656781,NA,NA,NA,colonization,Motacilla citreola
col(block_index),1.4443125020020724,NA,NA,NA,colonization,Motacilla citreola
col(built_rep),2.278351147355833,NA,NA,NA,colonization,Motacilla citreola
col(npp_rep),0.573083665397213,NA,NA,NA,colonization,Motacilla citreola
ext(Int),-2.2004330194359873,NA,NA,NA,extinction,Motacilla citreola
ext(block_index),-0.2170035664780684,NA,NA,NA,extinction,Motacilla citreola
ext(built_rep),0.1473776504065745,NA,NA,NA,extinction,Motacilla citreola
ext(bio4),0.5067098789086201,NA,NA,NA,extinction,Motacilla citreola
p(Int),-2.905399685505853,NA,NA,NA,other,Motacilla citreola
p(log_events),0.451582957370408,NA,NA,NA,other,Motacilla citreola
p(log_observers),0.3286560711202502,NA,NA,NA,other,Motacilla citreola
p(duration_min),2.176163149157327e-7,NA,NA,NA,other,Motacilla citreola
psi(Int),-1.809257077533293,NA,NA,NA,initial_occupancy,Vanellus cinereus
psi(bio4),-0.20520563091211266,NA,NA,NA,initial_occupancy,Vanellus cinereus
psi(elev_sd),-0.058979865272164145,NA,NA,NA,initial_occupancy,Vanellus cinereus
psi(texture_shannon),-0.044924698244903395,NA,NA,NA,initial_occupancy,Vanellus cinereus
psi(npp_mean),0.7438484725500558,NA,NA,NA,initial_occupancy,Vanellus cinereus
psi(landcover_built),0.16354274428791862,NA,NA,NA,initial_occupancy,Vanellus cinereus
col(Int),-2.663797646980028,NA,NA,NA,colonization,Vanellus cinereus
col(block_index),0.42934457090332295,NA,NA,NA,colonization,Vanellus cinereus
col(built_rep),-0.4524903175913048,NA,NA,NA,colonization,Vanellus cinereus
col(npp_rep),-0.05726504483632648,NA,NA,NA,colonization,Vanellus cinereus
ext(Int),-4.822826996867447,NA,NA,NA,extinction,Vanellus cinereus
ext(block_index),0.4609788207387015,NA,NA,NA,extinction,Vanellus cinereus
ext(built_rep),0.2598009223594946,NA,NA,NA,extinction,Vanellus cinereus
ext(bio4),-2.007923061670228,NA,NA,NA,extinction,Vanellus cinereus
p(Int),-3.0314367516654643,NA,NA,NA,other,Vanellus cinereus
p(log_events),0.8437545818957065,NA,NA,NA,other,Vanellus cinereus
p(log_observers),-0.019933831968320336,NA,NA,NA,other,Vanellus cinereus
p(duration_min),-8.766722552152602e-8,NA,NA,NA,other,Vanellus cinereus
psi(Int),6.819028159264623,NA,NA,NA,initial_occupancy,Delichon dasypus
psi(bio4),22.790093980075685,NA,NA,NA,initial_occupancy,Delichon dasypus
psi(elev_sd),-10.003923911370698,NA,NA,NA,initial_occupancy,Delichon dasypus
psi(texture_shannon),-4.474138935082788,NA,NA,NA,initial_occupancy,Delichon dasypus
psi(npp_mean),1.4534107664653748,NA,NA,NA,initial_occupancy,Delichon dasypus
psi(landcover_built),9.601363966259278,NA,NA,NA,initial_occupancy,Delichon dasypus
col(Int),-3.97189525390868,NA,NA,NA,colonization,Delichon dasypus
col(block_index),0.3831252239252829,NA,NA,NA,colonization,Delichon dasypus
col(built_rep),0.035241719311238665,NA,NA,NA,colonization,Delichon dasypus
col(npp_rep),0.36739114702586284,NA,NA,NA,colonization,Delichon dasypus
ext(Int),-0.4056431938188601,NA,NA,NA,extinction,Delichon dasypus
ext(block_index),-0.6064442370365525,NA,NA,NA,extinction,Delichon dasypus
ext(built_rep),1.210144132781679,NA,NA,NA,extinction,Delichon dasypus
ext(bio4),1.3316576533951532,NA,NA,NA,extinction,Delichon dasypus
p(Int),-2.9827101319409444,NA,NA,NA,other,Delichon dasypus
p(log_events),0.36427423570422873,NA,NA,NA,other,Delichon dasypus
p(log_observers),0.5509540484508141,NA,NA,NA,other,Delichon dasypus
p(duration_min),1.3304442863572777e-7,NA,NA,NA,other,Delichon dasypus
psi(Int),5.6815841174000346,NA,NA,NA,initial_occupancy,Vanellus vanellus
psi(bio4),-1.8398319919525625,NA,NA,NA,initial_occupancy,Vanellus vanellus
psi(elev_sd),12.315676582373317,NA,NA,NA,initial_occupancy,Vanellus vanellus
psi(texture_shannon),-3.803136767559468,NA,NA,NA,initial_occupancy,Vanellus vanellus
psi(npp_mean),7.948551201015966,NA,NA,NA,initial_occupancy,Vanellus vanellus
psi(landcover_built),15.876991495134364,NA,NA,NA,initial_occupancy,Vanellus vanellus
col(Int),-6.157628877253655,NA,NA,NA,colonization,Vanellus vanellus
col(block_index),1.0723185634400878,NA,NA,NA,colonization,Vanellus vanellus
col(built_rep),-1.6585141617479244,NA,NA,NA,colonization,Vanellus vanellus
col(npp_rep),-3.5246569235633882,NA,NA,NA,colonization,Vanellus vanellus
ext(Int),-2.5537895619742663,NA,NA,NA,extinction,Vanellus vanellus
ext(block_index),-0.04651542046788148,NA,NA,NA,extinction,Vanellus vanellus
ext(built_rep),0.0449709739537746,NA,NA,NA,extinction,Vanellus vanellus
ext(bio4),0.24854833732003906,NA,NA,NA,extinction,Vanellus vanellus
p(Int),-2.568406486645586,NA,NA,NA,other,Vanellus vanellus
p(log_events),0.49246453823917724,NA,NA,NA,other,Vanellus vanellus
p(log_observers),0.25044182681728056,NA,NA,NA,other,Vanellus vanellus
p(duration_min),2.015401216312743e-7,NA,NA,NA,other,Vanellus vanellus
psi(Int),2.9319826267504383,NA,NA,NA,initial_occupancy,Apus pacificus
psi(bio4),3.8823788704628273,NA,NA,NA,initial_occupancy,Apus pacificus
psi(elev_sd),-6.677769694312971,NA,NA,NA,initial_occupancy,Apus pacificus
psi(texture_shannon),-1.9825443898632058,NA,NA,NA,initial_occupancy,Apus pacificus
psi(npp_mean),0.7103494329590029,NA,NA,NA,initial_occupancy,Apus pacificus
psi(landcover_built),6.7391524465865755,NA,NA,NA,initial_occupancy,Apus pacificus
col(Int),-5.257029075221097,NA,NA,NA,colonization,Apus pacificus
col(block_index),0.9845219512621985,NA,NA,NA,colonization,Apus pacificus
col(built_rep),-2.084905552309688,NA,NA,NA,colonization,Apus pacificus
col(npp_rep),0.08878368920551631,NA,NA,NA,colonization,Apus pacificus
ext(Int),-2.0456291633269,NA,NA,NA,extinction,Apus pacificus
ext(block_index),-0.3181519335877138,NA,NA,NA,extinction,Apus pacificus
ext(built_rep),0.3814943675379423,NA,NA,NA,extinction,Apus pacificus
ext(bio4),0.3896072682339348,NA,NA,NA,extinction,Apus pacificus
p(Int),-3.7747889136330866,NA,NA,NA,other,Apus pacificus
p(log_events),0.6858247013634172,NA,NA,NA,other,Apus pacificus
p(log_observers),0.30033471436194553,NA,NA,NA,other,Apus pacificus
p(duration_min),-6.92600536214511e-8,NA,NA,NA,other,Apus pacificus
psi(Int),1.2324995151497593,NA,NA,NA,initial_occupancy,Falco subbuteo
psi(bio4),1.2931401654633232,NA,NA,NA,initial_occupancy,Falco subbuteo
psi(elev_sd),0.7385971538406728,NA,NA,NA,initial_occupancy,Falco subbuteo
psi(texture_shannon),-0.8303023773395859,NA,NA,NA,initial_occupancy,Falco subbuteo
psi(npp_mean),0.35438842774254375,NA,NA,NA,initial_occupancy,Falco subbuteo
psi(landcover_built),2.102250547850519,NA,NA,NA,initial_occupancy,Falco subbuteo
col(Int),-6.191192295960084,NA,NA,NA,colonization,Falco subbuteo
col(block_index),1.4217585504398278,NA,NA,NA,colonization,Falco subbuteo
col(built_rep),14.935772554297271,NA,NA,NA,colonization,Falco subbuteo
col(npp_rep),-19.77102854268171,NA,NA,NA,colonization,Falco subbuteo
ext(Int),-2.9762610238166016,NA,NA,NA,extinction,Falco subbuteo
ext(block_index),0.059403709071922946,NA,NA,NA,extinction,Falco subbuteo
ext(built_rep),-1.7656591491291131,NA,NA,NA,extinction,Falco subbuteo
ext(bio4),-0.21023177114034886,NA,NA,NA,extinction,Falco subbuteo
p(Int),-3.7004241739810126,NA,NA,NA,other,Falco subbuteo
p(log_events),0.8310637631155563,NA,NA,NA,other,Falco subbuteo
p(log_observers),0.09153764949277446,NA,NA,NA,other,Falco subbuteo
p(duration_min),3.08161927365221e-7,NA,NA,NA,other,Falco subbuteo
psi(Int),-3.8058230352004236,NA,NA,NA,initial_occupancy,Urocissa erythroryncha
psi(bio4),-1.6323743525935752,NA,NA,NA,initial_occupancy,Urocissa erythroryncha
psi(elev_sd),-0.7716518104563691,NA,NA,NA,initial_occupancy,Urocissa erythroryncha
psi(texture_shannon),0.047306796254686194,NA,NA,NA,initial_occupancy,Urocissa erythroryncha
psi(npp_mean),0.20911001542876212,NA,NA,NA,initial_occupancy,Urocissa erythroryncha
psi(landcover_built),-0.21657732456611123,NA,NA,NA,initial_occupancy,Urocissa erythroryncha
col(Int),-3.436619046210545,NA,NA,NA,colonization,Urocissa erythroryncha
col(block_index),0.6535189129174096,NA,NA,NA,colonization,Urocissa erythroryncha
col(built_rep),-0.11602112699862717,NA,NA,NA,colonization,Urocissa erythroryncha
col(npp_rep),-0.22866975330206962,NA,NA,NA,colonization,Urocissa erythroryncha
ext(Int),0.6053023256266602,NA,NA,NA,extinction,Urocissa erythroryncha
ext(block_index),-1.398596768534447,NA,NA,NA,extinction,Urocissa erythroryncha
ext(built_rep),25.19927801235229,NA,NA,NA,extinction,Urocissa erythroryncha
ext(bio4),-25.97421661478621,NA,NA,NA,extinction,Urocissa erythroryncha
p(Int),-2.862610347000966,NA,NA,NA,other,Urocissa erythroryncha
p(log_events),0.6423755507492621,NA,NA,NA,other,Urocissa erythroryncha
p(log_observers),0.39053689287343435,NA,NA,NA,other,Urocissa erythroryncha
p(duration_min),7.697279323738833e-8,NA,NA,NA,other,Urocissa erythroryncha
psi(Int),0.20349580160808997,NA,NA,NA,initial_occupancy,Gallinago gallinago
psi(bio4),0.9043429077567671,NA,NA,NA,initial_occupancy,Gallinago gallinago
psi(elev_sd),-0.03832226107115931,NA,NA,NA,initial_occupancy,Gallinago gallinago
psi(texture_shannon),-0.34141406886128234,NA,NA,NA,initial_occupancy,Gallinago gallinago
psi(npp_mean),-1.3414434147449779,NA,NA,NA,initial_occupancy,Gallinago gallinago
psi(landcover_built),1.9666674560353214,NA,NA,NA,initial_occupancy,Gallinago gallinago
col(Int),-4.173888490819087,NA,NA,NA,colonization,Gallinago gallinago
col(block_index),0.9857532760862263,NA,NA,NA,colonization,Gallinago gallinago
col(built_rep),0.26511410053240786,NA,NA,NA,colonization,Gallinago gallinago
col(npp_rep),0.4845826674616411,NA,NA,NA,colonization,Gallinago gallinago
ext(Int),-3.6302872586051413,NA,NA,NA,extinction,Gallinago gallinago
ext(block_index),0.2052058926556707,NA,NA,NA,extinction,Gallinago gallinago
ext(built_rep),0.9744616689894594,NA,NA,NA,extinction,Gallinago gallinago
ext(bio4),0.038421131804830616,NA,NA,NA,extinction,Gallinago gallinago
p(Int),-4.328887280028867,NA,NA,NA,other,Gallinago gallinago
p(log_events),1.3231343248773633,NA,NA,NA,other,Gallinago gallinago
p(log_observers),-0.2286254090471455,NA,NA,NA,other,Gallinago gallinago
p(duration_min),-3.1327672694780127e-7,NA,NA,NA,other,Gallinago gallinago
psi(Int),0.12408735468091872,NA,NA,NA,initial_occupancy,Chlidonias hybrida
psi(bio4),2.156745568810919,NA,NA,NA,initial_occupancy,Chlidonias hybrida
psi(elev_sd),1.0882911242487774,NA,NA,NA,initial_occupancy,Chlidonias hybrida
psi(texture_shannon),-1.1416412774976523,NA,NA,NA,initial_occupancy,Chlidonias hybrida
psi(npp_mean),-1.792001296430574,NA,NA,NA,initial_occupancy,Chlidonias hybrida
psi(landcover_built),6.395590563576444,NA,NA,NA,initial_occupancy,Chlidonias hybrida
col(Int),-3.066058832742522,NA,NA,NA,colonization,Chlidonias hybrida
col(block_index),0.5389661057959112,NA,NA,NA,colonization,Chlidonias hybrida
col(built_rep),-0.7415708296232818,NA,NA,NA,colonization,Chlidonias hybrida
col(npp_rep),0.07392800025517164,NA,NA,NA,colonization,Chlidonias hybrida
ext(Int),-0.6698445477503121,NA,NA,NA,extinction,Chlidonias hybrida
ext(block_index),-0.668378103733282,NA,NA,NA,extinction,Chlidonias hybrida
ext(built_rep),-0.05871310957514705,NA,NA,NA,extinction,Chlidonias hybrida
ext(bio4),-0.06265823346771751,NA,NA,NA,extinction,Chlidonias hybrida
p(Int),-3.0542944332362882,NA,NA,NA,other,Chlidonias hybrida
p(log_events),0.8238253146062986,NA,NA,NA,other,Chlidonias hybrida
p(log_observers),-0.002418489020176421,NA,NA,NA,other,Chlidonias hybrida
p(duration_min),-2.2661149975288812e-7,NA,NA,NA,other,Chlidonias hybrida
psi(Int),28.786146823133148,NA,NA,NA,initial_occupancy,Lonchura punctulata
psi(bio4),-17.440727889303723,NA,NA,NA,initial_occupancy,Lonchura punctulata
psi(elev_sd),-3.1349701010466142,NA,NA,NA,initial_occupancy,Lonchura punctulata
psi(texture_shannon),3.1040992754455115,NA,NA,NA,initial_occupancy,Lonchura punctulata
psi(npp_mean),2.6271516244318986,NA,NA,NA,initial_occupancy,Lonchura punctulata
psi(landcover_built),129.8512939705963,NA,NA,NA,initial_occupancy,Lonchura punctulata
col(Int),-7.549557199824228,NA,NA,NA,colonization,Lonchura punctulata
col(block_index),0.9953718690357959,NA,NA,NA,colonization,Lonchura punctulata
col(built_rep),-0.9335124369829234,NA,NA,NA,colonization,Lonchura punctulata
col(npp_rep),0.1454669502664944,NA,NA,NA,colonization,Lonchura punctulata
ext(Int),50.43978177641528,NA,NA,NA,extinction,Lonchura punctulata
ext(block_index),1.821282398737104,NA,NA,NA,extinction,Lonchura punctulata
ext(built_rep),267.5940168775367,NA,NA,NA,extinction,Lonchura punctulata
ext(bio4),-22.998980446075954,NA,NA,NA,extinction,Lonchura punctulata
p(Int),-3.628168607469817,NA,NA,NA,other,Lonchura punctulata
p(log_events),0.949944523437187,NA,NA,NA,other,Lonchura punctulata
p(log_observers),0.33108933566140014,NA,NA,NA,other,Lonchura punctulata
p(duration_min),7.715607211005193e-7,NA,NA,NA,other,Lonchura punctulata
psi(Int),15.479332201022492,NA,NA,NA,initial_occupancy,Apus nipalensis
psi(bio4),178.95165868834928,NA,NA,NA,initial_occupancy,Apus nipalensis
psi(elev_sd),-11.398801191911973,NA,NA,NA,initial_occupancy,Apus nipalensis
psi(texture_shannon),-39.34711332887515,NA,NA,NA,initial_occupancy,Apus nipalensis
psi(npp_mean),12.578577950523053,NA,NA,NA,initial_occupancy,Apus nipalensis
psi(landcover_built),-64.70626603735113,NA,NA,NA,initial_occupancy,Apus nipalensis
col(Int),-76.5451561485591,NA,NA,NA,colonization,Apus nipalensis
col(block_index),18.448880503883675,NA,NA,NA,colonization,Apus nipalensis
col(built_rep),-1.6293683649408466,NA,NA,NA,colonization,Apus nipalensis
col(npp_rep),0.14397218684072222,NA,NA,NA,colonization,Apus nipalensis
ext(Int),19.69777387550091,NA,NA,NA,extinction,Apus nipalensis
ext(block_index),-6.99275246499843,NA,NA,NA,extinction,Apus nipalensis
ext(built_rep),-33.01411632667103,NA,NA,NA,extinction,Apus nipalensis
ext(bio4),211.0801688988669,NA,NA,NA,extinction,Apus nipalensis
p(Int),-3.095494455489339,NA,NA,NA,other,Apus nipalensis
p(log_events),0.648343471672604,NA,NA,NA,other,Apus nipalensis
p(log_observers),0.28108298099503953,NA,NA,NA,other,Apus nipalensis
p(duration_min),3.384632755858016e-7,NA,NA,NA,other,Apus nipalensis
psi(Int),-0.11336455970658758,NA,NA,NA,initial_occupancy,Oriolus chinensis
psi(bio4),0.30103193673235895,NA,NA,NA,initial_occupancy,Oriolus chinensis
psi(elev_sd),-0.0969636458916237,NA,NA,NA,initial_occupancy,Oriolus chinensis
psi(texture_shannon),-0.0480561458410379,NA,NA,NA,initial_occupancy,Oriolus chinensis
psi(npp_mean),-0.4836620340757179,NA,NA,NA,initial_occupancy,Oriolus chinensis
psi(landcover_built),0.039247910124793804,NA,NA,NA,initial_occupancy,Oriolus chinensis
col(Int),-2.9553689564416543,NA,NA,NA,colonization,Oriolus chinensis
col(block_index),0.3737691656648929,NA,NA,NA,colonization,Oriolus chinensis
col(built_rep),-1.3390423856402,NA,NA,NA,colonization,Oriolus chinensis
col(npp_rep),-0.10227787588335276,NA,NA,NA,colonization,Oriolus chinensis
ext(Int),-3.782541834011483,NA,NA,NA,extinction,Oriolus chinensis
ext(block_index),-0.32756569717361084,NA,NA,NA,extinction,Oriolus chinensis
ext(built_rep),0.8001980594069208,NA,NA,NA,extinction,Oriolus chinensis
ext(bio4),-8.104008827292958,NA,NA,NA,extinction,Oriolus chinensis
p(Int),-4.050834917804379,NA,NA,NA,other,Oriolus chinensis
p(log_events),1.2517429301639176,NA,NA,NA,other,Oriolus chinensis
p(log_observers),-0.2692526071475087,NA,NA,NA,other,Oriolus chinensis
p(duration_min),2.0063036137564088e-7,NA,NA,NA,other,Oriolus chinensis
psi(Int),-9.024184742799399,NA,NA,NA,initial_occupancy,Eudynamys scolopaceus
psi(bio4),179.85161149909163,NA,NA,NA,initial_occupancy,Eudynamys scolopaceus
psi(elev_sd),-27.76673087463417,NA,NA,NA,initial_occupancy,Eudynamys scolopaceus
psi(texture_shannon),-38.84194543198722,NA,NA,NA,initial_occupancy,Eudynamys scolopaceus
psi(npp_mean),1.5606446770236393,NA,NA,NA,initial_occupancy,Eudynamys scolopaceus
psi(landcover_built),-150.22219324119828,NA,NA,NA,initial_occupancy,Eudynamys scolopaceus
col(Int),-5.1922621504767354,NA,NA,NA,colonization,Eudynamys scolopaceus
col(block_index),0.6287109154247295,NA,NA,NA,colonization,Eudynamys scolopaceus
col(built_rep),-0.5417961964662049,NA,NA,NA,colonization,Eudynamys scolopaceus
col(npp_rep),0.36574294794015977,NA,NA,NA,colonization,Eudynamys scolopaceus
ext(Int),12.22007860062357,NA,NA,NA,extinction,Eudynamys scolopaceus
ext(block_index),-16.99083817468078,NA,NA,NA,extinction,Eudynamys scolopaceus
ext(built_rep),-17.379566941966097,NA,NA,NA,extinction,Eudynamys scolopaceus
ext(bio4),18.060546137819145,NA,NA,NA,extinction,Eudynamys scolopaceus
p(Int),-3.9770778013762165,NA,NA,NA,other,Eudynamys scolopaceus
p(log_events),0.8562397455799753,NA,NA,NA,other,Eudynamys scolopaceus
p(log_observers),0.2650854558002078,NA,NA,NA,other,Eudynamys scolopaceus
p(duration_min),2.1802799439890406e-7,NA,NA,NA,other,Eudynamys scolopaceus
psi(Int),7.297067258716056,NA,NA,NA,initial_occupancy,Spatula clypeata
psi(bio4),4.007563928491641,NA,NA,NA,initial_occupancy,Spatula clypeata
psi(elev_sd),22.27968560334675,NA,NA,NA,initial_occupancy,Spatula clypeata
psi(texture_shannon),-8.651058754035676,NA,NA,NA,initial_occupancy,Spatula clypeata
psi(npp_mean),14.190853385917757,NA,NA,NA,initial_occupancy,Spatula clypeata
psi(landcover_built),1.8105816256175176,NA,NA,NA,initial_occupancy,Spatula clypeata
col(Int),-2.226238483716565,NA,NA,NA,colonization,Spatula clypeata
col(block_index),1.229208461217952,NA,NA,NA,colonization,Spatula clypeata
col(built_rep),22.768055098868874,NA,NA,NA,colonization,Spatula clypeata
col(npp_rep),-11.31055783369355,NA,NA,NA,colonization,Spatula clypeata
ext(Int),-1.7386605950986496,NA,NA,NA,extinction,Spatula clypeata
ext(block_index),-0.44270669057197104,NA,NA,NA,extinction,Spatula clypeata
ext(built_rep),0.753658375906776,NA,NA,NA,extinction,Spatula clypeata
