grid_cell,block_label,source_short,n_events,n_observers,n_dates,mean_duration_min
2503,2010-2014,China_Birdwatch,16,5,16,13.689781021897813
2493,2015-2019,China_Birdwatch,6,5,5,741.4534883720929
2422,2015-2019,China_Birdwatch,6,5,6,241
2855,2015-2019,eBird_GBIF,4,1,4,NA
2924,2015-2019,China_Birdwatch,1,1,1,120
2139,2015-2019,China_Birdwatch,6,1,6,324421.791044776
3065,2015-2019,eBird_GBIF,12,10,11,NA
3294,2015-2019,China_Birdwatch,6,4,6,420.3703703703704
3071,2015-2019,China_Birdwatch,2,2,2,3404.2718446601943
1996,2015-2019,eBird_GBIF,7,2,7,NA
3144,2015-2019,China_Birdwatch,1,1,1,3157440
2272,2015-2019,China_Birdwatch,6,2,6,34598.502024291505
2426,2015-2019,China_Birdwatch,5,3,5,1641968.0594059406
2570,2015-2019,eBird_GBIF,10,7,10,NA
2419,2015-2019,eBird_GBIF,1,1,1,NA
1489,2015-2019,China_Birdwatch,2,2,2,2346327.4
2642,2015-2019,eBird_GBIF,16,11,15,NA
3071,2020-2024,eBird_GBIF,12,9,11,NA
2342,2020-2024,eBird_GBIF,3,3,3,NA
1914,2020-2024,China_Birdwatch,11,6,11,131.5
3216,2020-2024,eBird_GBIF,35,14,35,NA
3065,2020-2024,eBird_GBIF,8,7,7,NA
3137,2020-2024,eBird_GBIF,17,9,13,NA
3144,2020-2024,China_Birdwatch,17,11,15,384.5663082437275
3143,2020-2024,China_Birdwatch,21,14,20,41243.731651376125
2570,2020-2024,eBird_GBIF,45,16,39,NA
3213,2020-2024,China_Birdwatch,450,104,290,6375.138996853687
2285,2020-2024,China_Birdwatch,207,67,139,189.53178400546824
3070,2020-2024,eBird_GBIF,31,17,29,NA
1564,2020-2024,eBird_GBIF,17,2,17,NA
3212,2020-2024,China_Birdwatch,26,5,26,936.1603773584905
2564,2020-2024,eBird_GBIF,22,5,22,NA
3000,2020-2024,eBird_GBIF,49,3,49,NA
2358,2020-2024,eBird_GBIF,35,20,30,NA
3005,2020-2024,eBird_GBIF,15,11,14,NA
3356,2020-2024,China_Birdwatch,40,33,32,530.2698768197088
1841,2020-2024,China_Birdwatch,9,9,9,462.2171052631579
3065,2020-2024,China_Birdwatch,39,23,33,99.86574074074073
3293,2020-2024,China_Birdwatch,11,9,11,144.35897435897436
3058,2000-2004,eBird_GBIF,58,24,44,NA
2981,2000-2004,eBird_GBIF,9,3,9,NA
3124,2000-2004,eBird_GBIF,8,4,7,NA
3004,2005-2009,eBird_GBIF,8,1,8,NA
2932,2005-2009,China_Birdwatch,1,1,1,480
2617,2005-2009,eBird_GBIF,15,5,6,NA
3287,2005-2009,eBird_GBIF,12,6,12,NA
3208,2005-2009,eBird_GBIF,6,4,6,NA
3071,2005-2009,eBird_GBIF,17,7,7,NA
3345,2005-2009,eBird_GBIF,5,3,4,NA
2645,2005-2009,eBird_GBIF,11,2,11,NA
2645,2010-2014,eBird_GBIF,25,2,25,NA
3286,2010-2014,eBird_GBIF,49,22,47,NA
3139,2010-2014,eBird_GBIF,3,1,3,NA
3136,2010-2014,eBird_GBIF,2,1,2,NA
3212,2010-2014,eBird_GBIF,9,4,8,NA
2932,2010-2014,China_Birdwatch,7,3,7,452.53246753246754
3214,2010-2014,China_Birdwatch,5,4,5,166.5
3212,2015-2019,eBird_GBIF,6,4,6,NA
3145,2015-2019,eBird_GBIF,19,10,17,NA
3142,2015-2019,China_Birdwatch,17,12,17,749.9969879518072
3206,2015-2019,eBird_GBIF,9,5,8,NA
3287,2015-2019,China_Birdwatch,57,18,53,7071.273841961854
3293,2015-2019,China_Birdwatch,1,1,1,90
3068,2015-2019,eBird_GBIF,4,4,4,NA
3215,2015-2019,eBird_GBIF,21,16,20,NA
2716,2015-2019,eBird_GBIF,73,8,73,NA
2712,2015-2019,eBird_GBIF,73,49,50,NA
3641,2015-2019,eBird_GBIF,30,16,28,NA
3208,2015-2019,China_Birdwatch,15,9,15,113.33333333333336
2645,2015-2019,China_Birdwatch,3,3,3,1589.3333333333335
3069,2015-2019,China_Birdwatch,11,7,11,2802.2981366459626
2919,2015-2019,China_Birdwatch,1,1,1,2580
3498,2015-2019,eBird_GBIF,32,23,26,NA
3004,2015-2019,China_Birdwatch,8,2,8,292.5892857142857
3216,2015-2019,China_Birdwatch,5,2,5,648.9662162162161
3286,2015-2019,China_Birdwatch,116,36,99,37703.39461626572
3074,2015-2019,China_Birdwatch,4,4,4,1178.258426966292
2696,2015-2019,eBird_GBIF,4,2,4,NA
3355,2015-2019,eBird_GBIF,12,6,11,NA
3001,2015-2019,China_Birdwatch,4,3,3,426.72
3004,2015-2019,eBird_GBIF,13,11,13,NA
3060,2015-2019,eBird_GBIF,3,2,3,NA
3355,2020-2024,eBird_GBIF,25,9,23,NA
2703,2020-2024,eBird_GBIF,14,6,14,NA
3061,2020-2024,eBird_GBIF,6,1,6,NA
2431,2020-2024,eBird_GBIF,53,20,50,NA
2920,2020-2024,eBird_GBIF,19,9,15,NA
3642,2020-2024,eBird_GBIF,65,37,48,NA
2782,2020-2024,eBird_GBIF,11,6,11,NA
3216,2020-2024,China_Birdwatch,42,26,30,209.13160032493897
2769,2020-2024,eBird_GBIF,23,13,22,NA
2357,2020-2024,eBird_GBIF,34,13,34,NA
3129,2020-2024,eBird_GBIF,12,8,8,NA
3136,2020-2024,eBird_GBIF,2,2,2,NA
3066,2020-2024,eBird_GBIF,30,19,28,NA
3351,2020-2024,China_Birdwatch,3,3,2,774.5368421052632
3294,2020-2024,China_Birdwatch,11,9,11,2133.59051724138
2929,2020-2024,eBird_GBIF,7,2,7,NA
2842,2020-2024,China_Birdwatch,18,9,18,188.17595307917887
2697,2020-2024,China_Birdwatch,9,8,9,341.53846153846155
3001,2020-2024,China_Birdwatch,39,15,33,514.7367387033404
3282,2020-2024,China_Birdwatch,25,10,22,362.8514056224906
2417,2020-2024,China_Birdwatch,8,7,8,233.46666666666664
2699,2000-2004,China_Birdwatch,1,1,1,360
3352,2005-2009,eBird_GBIF,25,1,25,NA
3569,2005-2009,China_Birdwatch,2,2,2,3196.3636363636365
3069,2005-2009,eBird_GBIF,16,6,10,NA
2781,2010-2014,eBird_GBIF,10,5,10,NA
2571,2010-2014,China_Birdwatch,3,2,3,925053.7804878049
2418,2010-2014,China_Birdwatch,1,1,1,390
3075,2010-2014,eBird_GBIF,26,10,25,NA
2494,2010-2014,eBird_GBIF,2,2,2,NA
2771,2010-2014,eBird_GBIF,5,4,3,NA
2553,2010-2014,China_Birdwatch,3,3,3,4212
3142,2010-2014,eBird_GBIF,12,5,12,NA
3207,2015-2019,eBird_GBIF,7,5,7,NA
3139,2015-2019,eBird_GBIF,13,5,11,NA
3066,2015-2019,eBird_GBIF,33,23,26,NA
2931,2015-2019,China_Birdwatch,8,3,8,741.9354838709677
3068,2020-2024,China_Birdwatch,39,18,37,1481.9915074309984
3352,2020-2024,eBird_GBIF,20,11,18,NA
3139,2020-2024,eBird_GBIF,4,3,4,NA
3074,2020-2024,eBird_GBIF,16,8,14,NA
3285,2020-2024,eBird_GBIF,63,28,58,NA
2704,2020-2024,eBird_GBIF,4,2,4,NA
3141,2020-2024,China_Birdwatch,76,14,70,2861.0312151616486
2784,2020-2024,China_Birdwatch,36,21,29,325.3220338983054
2416,2020-2024,China_Birdwatch,18,8,17,623.4664429530201
1359,2020-2024,China_Birdwatch,22,21,16,1497.8333333333333
1925,2020-2024,China_Birdwatch,20,10,18,516.7878787878786
2480,2020-2024,China_Birdwatch,14,10,14,368.9338235294118
3286,2000-2004,eBird_GBIF,15,5,15,NA
2284,2000-2004,eBird_GBIF,1,1,1,NA
3218,2000-2004,eBird_GBIF,17,3,14,NA
2631,2000-2004,eBird_GBIF,8,8,5,NA
2560,2000-2004,eBird_GBIF,2,2,2,NA
2201,2000-2004,eBird_GBIF,21,16,17,NA
2567,2000-2004,eBird_GBIF,10,10,7,NA
3059,2000-2004,eBird_GBIF,7,7,4,NA
3053,2000-2004,eBird_GBIF,6,3,6,NA
3054,2000-2004,eBird_GBIF,4,2,4,NA
2571,2000-2004,eBird_GBIF,8,5,4,NA
2566,2000-2004,eBird_GBIF,1,1,1,NA
2630,2000-2004,eBird_GBIF,7,7,6,NA
2782,2000-2004,eBird_GBIF,1,1,1,NA
2643,2000-2004,eBird_GBIF,7,5,7,NA
3066,2000-2004,eBird_GBIF,7,6,5,NA
3067,2000-2004,eBird_GBIF,13,7,11,NA
3147,2000-2004,eBird_GBIF,3,1,3,NA
3005,2000-2004,eBird_GBIF,4,1,4,NA
3004,2000-2004,eBird_GBIF,14,1,14,NA
2282,2000-2004,eBird_GBIF,1,1,1,NA
2427,2000-2004,eBird_GBIF,1,1,1,NA
2918,2000-2004,eBird_GBIF,7,2,7,NA
3356,2000-2004,eBird_GBIF,1,1,1,NA
2431,2005-2009,eBird_GBIF,11,4,11,NA
3147,2005-2009,eBird_GBIF,3,2,3,NA
3214,2005-2009,eBird_GBIF,26,15,25,NA
2430,2005-2009,eBird_GBIF,8,5,8,NA
2631,2005-2009,eBird_GBIF,9,9,6,NA
2918,2005-2009,China_Birdwatch,1,1,1,270
2844,2005-2009,eBird_GBIF,5,4,5,NA
2502,2005-2009,eBird_GBIF,24,18,20,NA
3066,2005-2009,eBird_GBIF,8,5,8,NA
2340,2005-2009,eBird_GBIF,4,2,4,NA
2644,2005-2009,eBird_GBIF,5,3,5,NA
2499,2005-2009,China_Birdwatch,1,1,1,4380
2502,2005-2009,China_Birdwatch,1,1,1,480
2339,2005-2009,eBird_GBIF,13,4,13,NA
2570,2005-2009,eBird_GBIF,1,1,1,NA
2566,2005-2009,eBird_GBIF,5,4,3,NA
2713,2005-2009,China_Birdwatch,1,1,1,420
2428,2005-2009,China_Birdwatch,1,1,1,150
2712,2005-2009,eBird_GBIF,9,3,9,NA
2711,2005-2009,eBird_GBIF,2,2,1,NA
3070,2005-2009,eBird_GBIF,2,1,2,NA
2201,2005-2009,eBird_GBIF,61,39,52,NA
1997,2005-2009,eBird_GBIF,4,3,4,NA
2781,2005-2009,eBird_GBIF,14,7,14,NA
2567,2005-2009,China_Birdwatch,1,1,1,255
2495,2005-2009,China_Birdwatch,1,1,1,300
2431,2010-2014,eBird_GBIF,6,4,6,NA
3641,2010-2014,eBird_GBIF,6,4,6,NA
2484,2010-2014,eBird_GBIF,9,7,9,NA
2495,2010-2014,China_Birdwatch,2,1,2,210
2205,2010-2014,eBird_GBIF,3,3,2,NA
3066,2010-2014,eBird_GBIF,16,13,15,NA
2429,2010-2014,China_Birdwatch,79,3,79,260660.4800380229
2501,2010-2014,China_Birdwatch,15,2,15,432.3972602739726
2569,2010-2014,eBird_GBIF,3,2,3,NA
3214,2010-2014,eBird_GBIF,185,53,171,NA
2286,2010-2014,eBird_GBIF,19,12,19,NA
2574,2010-2014,eBird_GBIF,16,4,16,NA
2641,2010-2014,eBird_GBIF,18,8,15,NA
1997,2010-2014,eBird_GBIF,24,5,24,NA
2859,2010-2014,eBird_GBIF,1,1,1,NA
2492,2010-2014,eBird_GBIF,3,2,3,NA
2493,2010-2014,China_Birdwatch,2,2,2,1545
2769,2010-2014,eBird_GBIF,4,3,4,NA
2430,2010-2014,China_Birdwatch,1,1,1,210
2499,2010-2014,eBird_GBIF,3,1,3,NA
2566,2010-2014,eBird_GBIF,4,2,4,NA
3356,2010-2014,eBird_GBIF,4,4,3,NA
2716,2010-2014,eBird_GBIF,13,3,13,NA
1778,2010-2014,eBird_GBIF,14,7,10,NA
2564,2010-2014,eBird_GBIF,6,6,5,NA
2422,2010-2014,eBird_GBIF,8,1,8,NA
2563,2010-2014,China_Birdwatch,4,3,4,726849
2356,2010-2014,eBird_GBIF,7,5,7,NA
2648,2010-2014,eBird_GBIF,2,2,2,NA
2933,2010-2014,eBird_GBIF,6,5,5,NA
2848,2010-2014,China_Birdwatch,1,1,1,702718
2775,2010-2014,eBird_GBIF,19,6,16,NA
2918,2010-2014,eBird_GBIF,5,4,5,NA
2847,2010-2014,eBird_GBIF,1,1,1,NA
2990,2010-2014,eBird_GBIF,2,2,2,NA
1848,2010-2014,eBird_GBIF,15,11,12,NA
2710,2010-2014,eBird_GBIF,1,1,1,NA
1706,2010-2014,eBird_GBIF,85,9,81,NA
2430,2010-2014,eBird_GBIF,20,2,20,NA
2994,2010-2014,China_Birdwatch,2,1,2,3066.6666666666665
2501,2010-2014,eBird_GBIF,48,10,48,NA
2713,2010-2014,China_Birdwatch,4,4,4,207793.45794392528
3147,2010-2014,eBird_GBIF,1,1,1,NA
2636,2010-2014,eBird_GBIF,1,1,1,NA
2930,2010-2014,eBird_GBIF,28,1,28,NA
2496,2010-2014,eBird_GBIF,5,3,5,NA
2213,2010-2014,China_Birdwatch,1,1,1,1052675
2284,2010-2014,eBird_GBIF,1,1,1,NA
2640,2010-2014,eBird_GBIF,1,1,1,NA
1069,2010-2014,eBird_GBIF,4,3,4,NA
3217,2010-2014,eBird_GBIF,11,5,7,NA
3218,2010-2014,eBird_GBIF,5,3,3,NA
3353,2010-2014,eBird_GBIF,6,5,6,NA
1998,2010-2014,eBird_GBIF,22,12,21,NA
2556,2010-2014,eBird_GBIF,3,2,3,NA
2570,2010-2014,eBird_GBIF,3,2,3,NA
2429,2010-2014,eBird_GBIF,5,3,5,NA
1991,2010-2014,eBird_GBIF,4,2,4,NA
2785,2010-2014,eBird_GBIF,3,2,3,NA
3215,2010-2014,China_Birdwatch,2,1,2,154.73684210526315
1634,2010-2014,eBird_GBIF,16,5,16,NA
3427,2010-2014,eBird_GBIF,7,1,7,NA
3426,2010-2014,eBird_GBIF,7,3,7,NA
3004,2010-2014,China_Birdwatch,1,1,1,150
3005,2010-2014,China_Birdwatch,1,1,1,420
2990,2010-2014,China_Birdwatch,1,1,1,0
3215,2010-2014,eBird_GBIF,3,3,3,NA
2853,2010-2014,eBird_GBIF,2,2,2,NA
2854,2010-2014,eBird_GBIF,1,1,1,NA
2783,2010-2014,eBird_GBIF,1,1,1,NA
2343,2010-2014,eBird_GBIF,1,1,1,NA
2133,2010-2014,eBird_GBIF,14,8,13,NA
2202,2010-2014,eBird_GBIF,8,8,8,NA
2924,2010-2014,eBird_GBIF,1,1,1,NA
2500,2010-2014,eBird_GBIF,6,3,6,NA
2357,2010-2014,eBird_GBIF,3,3,3,NA
2716,2010-2014,China_Birdwatch,1,1,1,30
3005,2010-2014,eBird_GBIF,8,7,8,NA
2134,2010-2014,China_Birdwatch,5,1,5,166.14634146341464
3354,2015-2019,eBird_GBIF,31,12,28,NA
3281,2015-2019,eBird_GBIF,3,3,2,NA
2358,2015-2019,eBird_GBIF,26,19,22,NA
2569,2015-2019,eBird_GBIF,3,2,3,NA
3005,2015-2019,eBird_GBIF,17,16,12,NA
2786,2015-2019,eBird_GBIF,7,7,6,NA
2500,2015-2019,eBird_GBIF,10,7,9,NA
3067,2015-2019,eBird_GBIF,40,33,36,NA
3000,2015-2019,China_Birdwatch,2,1,2,6.666666666666668
3499,2015-2019,eBird_GBIF,34,19,27,NA
3057,2015-2019,eBird_GBIF,8,5,8,NA
2565,2015-2019,eBird_GBIF,7,2,7,NA
3217,2015-2019,eBird_GBIF,16,7,16,NA
2566,2015-2019,eBird_GBIF,27,20,17,NA
3354,2015-2019,China_Birdwatch,19,3,19,331.7244897959184
2990,2015-2019,China_Birdwatch,4,2,4,40.74074074074075
3005,2015-2019,China_Birdwatch,10,6,10,851.88679245283015
2785,2015-2019,eBird_GBIF,9,7,9,NA
1630,2015-2019,eBird_GBIF,11,8,11,NA
2782,2015-2019,eBird_GBIF,1,1,1,NA
2784,2015-2019,eBird_GBIF,1,1,1,NA
1705,2015-2019,eBird_GBIF,11,9,11,NA
3209,2015-2019,eBird_GBIF,2,2,2,NA
2641,2015-2019,China_Birdwatch,4,3,4,1267.2470588235294
1496,2015-2019,eBird_GBIF,6,4,6,NA
2495,2015-2019,China_Birdwatch,19,11,18,329.9820261437909
2991,2015-2019,eBird_GBIF,2,2,2,NA
2631,2015-2019,eBird_GBIF,28,25,26,NA
1991,2015-2019,eBird_GBIF,14,5,14,NA
3218,2015-2019,eBird_GBIF,11,6,10,NA
3066,2015-2019,China_Birdwatch,3,3,3,494.16666666666663
2564,2015-2019,eBird_GBIF,22,13,19,NA
2854,2015-2019,eBird_GBIF,3,1,3,NA
2565,2015-2019,China_Birdwatch,5,3,5,165.37974683544303
2769,2015-2019,China_Birdwatch,3,2,3,45181.79104477612
3076,2015-2019,eBird_GBIF,11,6,9,NA
2914,2015-2019,eBird_GBIF,6,5,6,NA
3001,2015-2019,eBird_GBIF,3,2,3,NA
2853,2015-2019,eBird_GBIF,13,9,11,NA
2425,2015-2019,China_Birdwatch,5,3,5,409.15942028985506
2641,2015-2019,eBird_GBIF,26,17,25,NA
3284,2015-2019,eBird_GBIF,4,2,4,NA
2705,2015-2019,eBird_GBIF,1,1,1,NA
2709,2015-2019,China_Birdwatch,12,4,12,142.78846153846158
2848,2015-2019,eBird_GBIF,3,2,3,NA
2848,2015-2019,China_Birdwatch,1,1,1,1980
1706,2015-2019,China_Birdwatch,32,7,30,40504.394366197164
3000,2015-2019,eBird_GBIF,4,3,4,NA
2284,2015-2019,eBird_GBIF,6,3,6,NA
3427,2015-2019,eBird_GBIF,4,1,4,NA
2769,2015-2019,eBird_GBIF,9,8,9,NA
2068,2015-2019,eBird_GBIF,1,1,1,NA
3146,2015-2019,eBird_GBIF,13,10,9,NA
2710,2015-2019,China_Birdwatch,3,3,3,16912
2069,2015-2019,China_Birdwatch,4,1,4,202188.57894736843
2613,2015-2019,China_Birdwatch,17,12,16,1694.4921875
2134,2015-2019,eBird_GBIF,30,18,23,NA
2431,2015-2019,eBird_GBIF,27,18,27,NA
2568,2015-2019,eBird_GBIF,6,5,6,NA
2628,2015-2019,eBird_GBIF,3,3,3,NA
1997,2015-2019,China_Birdwatch,2,2,2,200
1704,2015-2019,eBird_GBIF,7,5,4,NA
3426,2015-2019,China_Birdwatch,6,6,5,1912.3333333333335
2492,2015-2019,eBird_GBIF,3,2,3,NA
3061,2015-2019,eBird_GBIF,7,3,7,NA
3073,2015-2019,China_Birdwatch,1,1,1,420
2285,2015-2019,China_Birdwatch,2,2,2,675.5217391304348
2850,2015-2019,China_Birdwatch,15,2,15,220.4878048780488
2709,2015-2019,eBird_GBIF,4,3,4,NA
2425,2015-2019,eBird_GBIF,3,3,3,NA
2564,2015-2019,China_Birdwatch,3,2,3,106.15384615384616
2996,2015-2019,eBird_GBIF,2,2,2,NA
3215,2015-2019,China_Birdwatch,39,5,37,626.680529300567
3216,2015-2019,eBird_GBIF,19,4,18,NA
3282,2015-2019,eBird_GBIF,12,5,12,NA
3059,2015-2019,eBird_GBIF,23,20,19,NA
2927,2015-2019,eBird_GBIF,3,3,3,NA
2413,2015-2019,eBird_GBIF,8,5,8,NA
2489,2015-2019,eBird_GBIF,14,13,10,NA
2557,2015-2019,eBird_GBIF,7,2,7,NA
2486,2015-2019,eBird_GBIF,5,4,5,NA
3143,2015-2019,China_Birdwatch,2,2,2,1338.9473684210527
2278,2015-2019,eBird_GBIF,3,3,3,NA
2350,2015-2019,eBird_GBIF,7,5,7,NA
2498,2015-2019,eBird_GBIF,14,3,14,NA
2069,2015-2019,eBird_GBIF,8,8,7,NA
2849,2015-2019,eBird_GBIF,3,2,3,NA
3285,2015-2019,eBird_GBIF,28,17,23,NA
3210,2015-2019,eBird_GBIF,3,2,3,NA
3352,2015-2019,China_Birdwatch,1,1,1,1200
2768,2015-2019,eBird_GBIF,11,7,11,NA
2990,2015-2019,eBird_GBIF,4,3,3,NA
2210,2015-2019,eBird_GBIF,7,3,6,NA
2708,2015-2019,eBird_GBIF,7,3,7,NA
2065,2015-2019,eBird_GBIF,10,8,7,NA
2355,2015-2019,eBird_GBIF,3,3,3,NA
3641,2015-2019,China_Birdwatch,6,5,6,1046.1374999999998
2279,2015-2019,eBird_GBIF,5,2,4,NA
2126,2015-2019,eBird_GBIF,1,1,1,NA
2199,2015-2019,eBird_GBIF,14,9,13,NA
2270,2015-2019,eBird_GBIF,2,2,2,NA
3147,2015-2019,eBird_GBIF,3,3,3,NA
2499,2015-2019,eBird_GBIF,20,6,14,NA
3353,2015-2019,China_Birdwatch,6,4,6,274.11392405063293
3568,2015-2019,eBird_GBIF,9,8,6,NA
3146,2015-2019,China_Birdwatch,3,2,3,508.3018867924528
2206,2015-2019,eBird_GBIF,15,5,10,NA
2640,2015-2019,China_Birdwatch,1,1,1,420
2415,2015-2019,eBird_GBIF,12,2,12,NA
2139,2015-2019,eBird_GBIF,27,6,23,NA
2496,2015-2019,eBird_GBIF,4,4,4,NA
3498,2015-2019,China_Birdwatch,2,2,2,132
3218,2015-2019,China_Birdwatch,3,3,3,1055.4545454545453
3356,2015-2019,China_Birdwatch,3,3,3,6794.21052631579
3076,2015-2019,China_Birdwatch,3,3,3,334.3606557377049
2210,2015-2019,China_Birdwatch,4,1,4,207.42857142857142
3078,2015-2019,China_Birdwatch,3,3,3,1211524.5333333334
1922,2015-2019,eBird_GBIF,3,3,3,NA
1660,2015-2019,China_Birdwatch,2,2,2,4492.5
2933,2015-2019,eBird_GBIF,13,11,9,NA
1988,2015-2019,China_Birdwatch,2,2,2,3258.3783783783783
3131,2015-2019,eBird_GBIF,6,5,6,NA
3072,2015-2019,China_Birdwatch,1,1,1,2
1925,2015-2019,China_Birdwatch,1,1,1,120
2349,2015-2019,eBird_GBIF,4,3,4,NA
2916,2015-2019,eBird_GBIF,17,2,17,NA
3571,2015-2019,eBird_GBIF,1,1,1,NA
2988,2015-2019,eBird_GBIF,14,2,14,NA
2790,2015-2019,China_Birdwatch,1,1,1,960
2357,2015-2019,eBird_GBIF,6,4,6,NA
2638,2020-2024,eBird_GBIF,9,7,9,NA
3426,2020-2024,eBird_GBIF,50,19,37,NA
3217,2020-2024,China_Birdwatch,58,26,47,1087.659486329748
3000,2020-2024,China_Birdwatch,60,16,54,1302.0508806262237
1927,2020-2024,eBird_GBIF,11,5,11,NA
3143,2020-2024,eBird_GBIF,5,4,5,NA
3210,2020-2024,eBird_GBIF,7,6,7,NA
2349,2020-2024,eBird_GBIF,5,3,5,NA
2127,2020-2024,eBird_GBIF,2,2,2,NA
3357,2020-2024,eBird_GBIF,3,3,2,NA
2992,2020-2024,eBird_GBIF,11,6,11,NA
2138,2020-2024,eBird_GBIF,8,5,8,NA
3147,2020-2024,China_Birdwatch,51,33,43,4618.662974683529
3001,2020-2024,eBird_GBIF,3,2,3,NA
2995,2020-2024,eBird_GBIF,5,2,5,NA
3131,2020-2024,eBird_GBIF,19,9,14,NA
2135,2020-2024,eBird_GBIF,26,18,14,NA
3282,2020-2024,eBird_GBIF,7,2,7,NA
2280,2020-2024,China_Birdwatch,14,8,14,74.30285714285715
2420,2020-2024,eBird_GBIF,3,2,3,NA
2631,2020-2024,eBird_GBIF,8,6,8,NA
2636,2020-2024,eBird_GBIF,10,3,10,NA
1991,2020-2024,eBird_GBIF,21,7,20,NA
3146,2020-2024,China_Birdwatch,144,99,92,485.95536663124426
1995,2020-2024,eBird_GBIF,5,3,5,NA
3571,2020-2024,eBird_GBIF,2,2,2,NA
2200,2020-2024,eBird_GBIF,14,9,14,NA
2924,2020-2024,eBird_GBIF,15,2,15,NA
2854,2020-2024,China_Birdwatch,25,15,22,137.60516605166055
2568,2020-2024,eBird_GBIF,7,5,7,NA
2353,2020-2024,eBird_GBIF,7,3,7,NA
2933,2020-2024,eBird_GBIF,30,13,26,NA
3427,2020-2024,eBird_GBIF,5,3,5,NA
3427,2020-2024,China_Birdwatch,3,2,3,176
2714,2020-2024,China_Birdwatch,17,16,16,164.73529411764707
2283,2020-2024,China_Birdwatch,30,26,25,580.8086956521739
2844,2020-2024,eBird_GBIF,10,4,10,NA
3357,2020-2024,China_Birdwatch,4,3,4,174.95238095238096
2985,2020-2024,eBird_GBIF,1,1,1,NA
3072,2020-2024,China_Birdwatch,8,5,8,257.86516853932574
2421,2020-2024,China_Birdwatch,16,11,15,388.29186602870806
2211,2020-2024,eBird_GBIF,3,3,3,NA
2211,2020-2024,China_Birdwatch,48,16,45,489.62098138747893
3067,2020-2024,China_Birdwatch,45,35,45,428.4112149532709
2277,2020-2024,eBird_GBIF,6,1,6,NA
2278,2020-2024,eBird_GBIF,10,4,10,NA
1928,2020-2024,eBird_GBIF,12,6,11,NA
2857,2020-2024,eBird_GBIF,2,2,2,NA
2928,2020-2024,China_Birdwatch,12,7,11,7041.329268292682
3209,2020-2024,eBird_GBIF,3,1,3,NA
2852,2020-2024,eBird_GBIF,3,1,3,NA
2843,2020-2024,China_Birdwatch,6,5,6,116.32584269662922
2279,2020-2024,China_Birdwatch,32,12,30,366.5447368421054
3144,2020-2024,eBird_GBIF,4,3,4,NA
2914,2020-2024,eBird_GBIF,19,14,13,NA
3218,2020-2024,China_Birdwatch,33,11,33,251.4126760563383
2066,2020-2024,China_Birdwatch,183,40,159,196.54468980020957
2565,2020-2024,eBird_GBIF,6,5,6,NA
3211,2020-2024,China_Birdwatch,106,21,99,146.90216450216454
3130,2020-2024,eBird_GBIF,12,10,10,NA
3140,2020-2024,China_Birdwatch,5,5,5,3571.545454545453
1491,2020-2024,China_Birdwatch,19,14,19,99190.64055299538
3140,2020-2024,eBird_GBIF,8,3,8,NA
3059,2020-2024,eBird_GBIF,5,5,4,NA
2282,2020-2024,eBird_GBIF,3,3,3,NA
2213,2020-2024,China_Birdwatch,22,15,14,89.09750566893426
3139,2020-2024,China_Birdwatch,53,6,52,196.81587301587305
2990,2020-2024,China_Birdwatch,11,8,10,2293.091503267974
2137,2020-2024,China_Birdwatch,50,12,47,1397.8379373848966
1849,2020-2024,China_Birdwatch,24,12,23,82.13173652694611
2771,2020-2024,China_Birdwatch,1,1,1,1501
2207,2020-2024,China_Birdwatch,13,5,13,98.95804195804196
2770,2020-2024,China_Birdwatch,4,3,4,186.66666666666666
3151,2015-2019,China_Birdwatch,9,5,9,722.340425531915
3295,2020-2024,China_Birdwatch,7,4,7,40965.05
3151,2020-2024,China_Birdwatch,14,9,14,12474.406779661016
3214,2000-2004,eBird_GBIF,8,5,8,NA
3213,2010-2014,eBird_GBIF,7,6,6,NA
1162,2010-2014,eBird_GBIF,5,4,5,NA
1090,2010-2014,eBird_GBIF,3,3,3,NA
1090,2010-2014,China_Birdwatch,3,3,3,657.2727272727273
1235,2010-2014,China_Birdwatch,2,2,2,855
1237,2010-2014,China_Birdwatch,5,3,5,24.3125
1162,2015-2019,China_Birdwatch,4,4,4,575.2666666666667
1305,2015-2019,China_Birdwatch,1,1,1,540
1237,2015-2019,China_Birdwatch,8,5,8,1055.294117647059
1238,2015-2019,China_Birdwatch,1,1,1,570
1090,2015-2019,eBird_GBIF,10,10,9,NA
1235,2015-2019,eBird_GBIF,2,2,2,NA
2612,2015-2019,eBird_GBIF,10,10,7,NA
3570,2015-2019,China_Birdwatch,2,2,2,2857.5
3295,2015-2019,China_Birdwatch,8,5,7,2502.4793388429753
1090,2015-2019,China_Birdwatch,6,5,6,10937.5
1237,2015-2019,eBird_GBIF,10,8,8,NA
1093,2015-2019,eBird_GBIF,1,1,1,NA
1243,2015-2019,eBird_GBIF,7,4,7,NA
1315,2015-2019,eBird_GBIF,4,1,4,NA
952,2015-2019,China_Birdwatch,1,1,1,9360
1237,2020-2024,eBird_GBIF,28,19,23,NA
1090,2020-2024,China_Birdwatch,104,96,81,652.8933189655176
1090,2020-2024,eBird_GBIF,15,12,13,NA
1234,2020-2024,eBird_GBIF,12,10,10,NA
1236,2020-2024,eBird_GBIF,16,8,14,NA
1168,2020-2024,eBird_GBIF,4,4,4,NA
1164,2020-2024,eBird_GBIF,9,4,7,NA
