grid_cell,block_label,source_short,n_events,n_observers,n_dates,mean_duration_min
1681,2010-2014,Combined,2,1,2,NA
1973,2010-2014,Combined,12,7,10,NA
1902,2010-2014,Combined,81,35,56,NA
2625,2010-2014,Combined,35,15,27,4708396
2065,2010-2014,Combined,3,3,3,NA
2135,2015-2019,Combined,23,15,19,136.5
1712,2015-2019,Combined,11,4,10,360
1639,2015-2019,Combined,10,4,9,120
2992,2015-2019,Combined,15,4,10,2260.178571428571
2481,2015-2019,Combined,21,16,10,NA
738,2015-2019,Combined,44,25,32,999.8656126482213
737,2015-2019,Combined,51,31,27,223.63636363636365
1497,2015-2019,Combined,19,3,19,540
2767,2015-2019,Combined,35,31,29,313.6666666666667
2623,2015-2019,Combined,9,5,9,0
1271,2015-2019,Combined,25,14,14,NA
2688,2015-2019,Combined,5,4,5,369481.75
2613,2015-2019,Combined,179,91,135,1694.4921875
2496,2015-2019,Combined,10,6,10,4395.166666666666
1904,2015-2019,Combined,49,20,40,7200
1169,2015-2019,Combined,141,61,101,3503.325503355703
808,2015-2019,Combined,28,22,14,1038
2692,2015-2019,Combined,1,1,1,NA
1975,2015-2019,Combined,53,36,39,NA
2331,2015-2019,Combined,100,53,66,2266.4
2050,2015-2019,Combined,38,5,36,420.88235294117646
948,2015-2019,Combined,2,2,2,516.9767441860465
2697,2015-2019,Combined,2,2,2,NA
1848,2015-2019,Combined,53,18,51,NA
2133,2015-2019,Combined,38,26,31,199.2
1855,2015-2019,Combined,46,2,44,NA
1994,2015-2019,Combined,42,29,39,514033.6867469879
1564,2015-2019,Combined,11,11,7,NA
1170,2015-2019,Combined,5,5,5,NA
1973,2015-2019,Combined,32,20,22,240
877,2015-2019,Combined,19,13,12,191.5
926,2015-2019,Combined,1,1,1,NA
2695,2015-2019,Combined,31,18,26,520.9090909090909
2556,2015-2019,Combined,12,7,11,NA
1783,2015-2019,Combined,11,5,10,NA
1852,2015-2019,Combined,12,12,12,1460.9166666666665
2640,2015-2019,Combined,59,49,35,420
2698,2015-2019,Combined,4,3,4,NA
1899,2015-2019,Combined,14,9,9,180
1901,2015-2019,Combined,7,5,5,NA
1845,2015-2019,Combined,28,18,25,795.8108108108108
2844,2015-2019,Combined,33,11,22,1880.9263392857138
1854,2015-2019,Combined,56,9,51,30138
1422,2015-2019,Combined,3,3,2,NA
1063,2015-2019,Combined,4,3,4,NA
1101,2015-2019,Combined,5,2,5,120
1240,2015-2019,Combined,6,4,5,2847.567567567568
736,2015-2019,Combined,74,37,41,2481.5243902439024
1828,2015-2019,Combined,3,3,1,NA
712,2015-2019,Combined,2,2,2,88380
1429,2015-2019,Combined,12,8,7,NA
3068,2015-2019,Combined,26,5,25,663.3544303797472
2541,2015-2019,Combined,14,10,8,NA
2040,2015-2019,Combined,11,9,8,NA
949,2015-2019,Combined,6,6,5,NA
1383,2015-2019,Combined,16,12,13,298.85714285714283
1832,2015-2019,Combined,17,13,15,470
1765,2015-2019,Combined,57,32,28,530.5714285714287
2933,2015-2019,Combined,29,22,24,522.921875
2402,2015-2019,Combined,1,1,1,136912
1988,2015-2019,Combined,20,8,10,3258.3783783783783
664,2015-2019,Combined,27,22,18,3120
1069,2015-2019,Combined,4,3,3,660264
1918,2015-2019,Combined,6,5,5,NA
1839,2015-2019,Combined,1,1,1,NA
1490,2015-2019,Combined,1,1,1,NA
1836,2015-2019,Combined,40,10,23,44
1837,2015-2019,Combined,9,5,8,63
2209,2015-2019,Combined,1,1,1,NA
1211,2015-2019,Combined,28,21,23,315
2341,2015-2019,Combined,4,4,4,1740
3003,2015-2019,Combined,4,3,4,420
2039,2020-2024,Combined,49,39,28,206906.70545454556
2330,2020-2024,Combined,44,20,29,1596.448818897638
2844,2020-2024,Combined,86,41,68,1491.6814572629642
1925,2020-2024,Combined,42,17,35,516.7878787878786
2049,2020-2024,Combined,30,13,26,140.77070063694268
2417,2020-2024,Combined,13,9,13,233.46666666666664
2057,2020-2024,Combined,5,4,5,1060.9183673469388
2530,2020-2024,Combined,17,10,14,591.0266666666666
1903,2020-2024,Combined,494,337,226,1797.8432432432487
1702,2020-2024,Combined,41,34,37,1053.2565217391304
2193,2020-2024,Combined,116,92,83,4239.642045454512
1774,2020-2024,Combined,16,10,16,121.12295081967213
2826,2020-2024,Combined,37,19,14,759.9378881987577
2258,2020-2024,Combined,7,6,6,398.49056603773585
3055,2020-2024,Combined,42,10,31,NA
2768,2020-2024,Combined,43,31,40,362.0995024875623
2609,2020-2024,Combined,8,7,7,146.1904761904762
1848,2020-2024,Combined,42,27,35,182.1092436974791
2838,2020-2024,Combined,25,20,21,NA
2264,2020-2024,Combined,26,16,25,503.7688679245282
1806,2020-2024,Combined,29,6,27,40264.2686567164
2135,2020-2024,Combined,281,87,221,577.1675257732152
2050,2020-2024,Combined,66,46,58,483.3002207505516
1761,2020-2024,Combined,20,8,19,480.5472972972971
2990,2020-2024,Combined,17,14,15,2293.091503267974
2757,2020-2024,Combined,119,86,81,618.1600257069412
3054,2020-2024,Combined,88,48,64,NA
810,2020-2024,Combined,99,82,59,107.13602941176471
2611,2020-2024,Combined,48,36,36,293.0344168260038
2688,2020-2024,Combined,10,9,9,688.1232876712329
1772,2020-2024,Combined,28,16,23,544.8276836158192
804,2020-2024,Combined,77,67,43,554.5044390637617
1242,2020-2024,Combined,23,8,22,119.33823529411764
2546,2020-2024,Combined,18,16,16,131.05263157894734
1660,2020-2024,Combined,142,78,102,326.85179153094543
665,2020-2024,Combined,94,80,61,322.33024431339504
2331,2020-2024,Combined,421,165,207,1219.2153073057611
1166,2020-2024,Combined,63,51,50,113.02341920374708
1165,2020-2024,Combined,68,59,51,340.0154639175257
1321,2020-2024,Combined,7,5,6,190
1353,2020-2024,Combined,40,17,37,6708.215488215487
1978,2020-2024,Combined,23,15,20,254.0277777777778
2125,2020-2024,Combined,40,24,35,201.95291902071554
811,2020-2024,Combined,31,27,27,342.96176470588233
2129,2020-2024,Combined,67,33,57,185.8319454958365
1926,2020-2024,Combined,78,25,69,99.57528957528957
1837,2020-2024,Combined,43,29,39,1426.847965738754
1909,2020-2024,Combined,10,6,5,170.3030303030303
1704,2020-2024,Combined,55,33,52,248.91190108191662
1843,2020-2024,Combined,13,8,13,55980.60759493673
3070,2020-2024,Combined,109,60,81,819.9637482900133
2055,2020-2024,Combined,77,5,77,158.4470338983051
884,2020-2024,Combined,28,18,19,202.8378378378378
1248,2020-2024,Combined,9,9,7,91.27868852459017
1018,2020-2024,Combined,7,6,7,204.08928571428572
885,2020-2024,Combined,64,18,57,9481.203285420941
347,2020-2024,Combined,5,4,4,270
1659,2020-2024,Combined,28,27,19,106.07608695652172
3213,2020-2024,Combined,630,152,408,6375.138996853687
2912,2020-2024,Combined,13,9,11,99.80869565217391
2048,2020-2024,Combined,15,10,14,1116.0443037974683
1882,2020-2024,Combined,13,7,13,1654
2351,2020-2024,Combined,8,7,7,641.6546762589926
2357,2020-2024,Combined,130,62,112,794.0358476474978
1733,2020-2024,Combined,13,11,10,63.75
1923,2020-2024,Combined,196,56,156,178.62275198661655
2139,2020-2024,Combined,63,25,60,78.51192145862554
2281,2020-2024,Combined,23,5,23,329.3999999999999
2061,2020-2024,Combined,321,25,243,82.77824074074081
2619,2020-2024,Combined,26,23,23,875.9840000000014
2915,2020-2024,Combined,4,2,4,NA
1593,2020-2024,Combined,2,2,2,583.8095238095239
3270,2020-2024,Combined,5,3,5,NA
1168,2020-2024,Combined,20,18,16,188.10384615384615
2063,2020-2024,Combined,247,11,243,107.31303930968367
807,2020-2024,Combined,153,133,72,362.3877551020405
1322,2020-2024,Combined,3,2,2,30
1420,2020-2024,Combined,8,3,8,139.2173913043478
1976,2020-2024,Combined,407,284,211,796.500508388409
1418,2020-2024,Combined,19,8,19,59.857142857142854
1381,2020-2024,Combined,2,2,1,NA
787,2020-2024,Combined,2,2,2,60
2122,2020-2024,Combined,111,76,75,1389.0516528925605
1739,2020-2024,Combined,2,2,2,60
1554,2020-2024,Combined,53,27,48,121.70980392156862
2062,2020-2024,Combined,57,35,54,240.7902439024389
1902,2020-2024,Combined,370,265,171,298.27316631451885
3355,2020-2024,Combined,74,25,64,5342.644978783592
931,2020-2024,Combined,4,3,4,72.5
1567,2020-2024,Combined,78,32,58,383.7403993855608
2208,2020-2024,Combined,45,17,38,385.4506329113927
2680,2020-2024,Combined,43,37,35,174.7672955974843
1240,2020-2024,Combined,15,10,15,220.11363636363635
2612,2020-2024,Combined,39,29,26,198.32857142857142
2769,2020-2024,Combined,145,85,117,1223.053879310344
1496,2020-2024,Combined,87,35,73,186.45760980592453
1880,2020-2024,Combined,44,18,40,822.1096345514943
1838,2020-2024,Combined,37,22,32,166.7764530551415
1808,2020-2024,Combined,5,2,5,159.51960784313727
1924,2020-2024,Combined,243,78,179,386.8741980474197
1919,2020-2024,Combined,96,15,88,102.13600782778865
1594,2020-2024,Combined,2,2,2,2881
1529,2020-2024,Combined,1,1,1,60
1770,2020-2024,Combined,21,9,21,11411.853658536587
2138,2020-2024,Combined,123,45,103,609.5967903711132
2610,2020-2024,Combined,58,51,38,655.1515151515147
1500,2020-2024,Combined,7,6,6,58.113207547169814
1068,2020-2024,Combined,12,2,12,1178.4747474747476
2278,2020-2024,Combined,112,22,98,2123.452528379768
1422,2020-2024,Combined,62,16,56,225.78712871287118
1915,2020-2024,Combined,5,3,5,85.22448979591837
1777,2020-2024,Combined,14,12,13,638.816513761468
1314,2020-2024,Combined,22,17,15,171.0588235294118
1558,2020-2024,Combined,27,17,25,142.7323232323232
1991,2020-2024,Combined,156,51,133,287.16635279347145
2431,2020-2024,Combined,105,52,91,360.636251541307
2212,2020-2024,Combined,54,12,52,133.55081967213113
3209,2020-2024,Combined,41,16,37,1301.536184210526
2059,2020-2024,Combined,42,13,41,1518.663316582917
1912,2020-2024,Combined,47,4,43,3191.735042735044
1164,2020-2024,Combined,38,27,23,436.3534482758619
1384,2020-2024,Combined,29,22,20,304.493927125506
1203,2020-2024,Combined,7,7,3,236.89655172413794
1205,2020-2024,Combined,9,7,7,193.9512195121951
1642,2020-2024,Combined,39,26,11,66.5482416591524
2052,2020-2024,Combined,64,15,62,93.97844827586205
2124,2020-2024,Combined,6,3,6,2934.392523364486
2402,2020-2024,Combined,27,24,19,730.2226890756303
1614,2020-2024,Combined,10,9,6,367.4396135265701
1566,2020-2024,Combined,26,10,26,123.12796208530806
1622,2020-2024,Combined,75,21,61,167.17563989408646
2337,2020-2024,Combined,42,31,37,400.50909090909096
1836,2020-2024,Combined,43,38,39,333.10588235294125
1686,2020-2024,Combined,11,9,9,61.02272727272727
1803,2020-2024,Combined,57,48,47,3376.8298611111018
1783,2020-2024,Combined,9,6,9,156.5142857142857
1700,2020-2024,Combined,10,10,7,1295.5724381625441
1171,2020-2024,Combined,9,8,8,241.79279279279277
1881,2020-2024,Combined,27,13,24,103.93430656934306
1208,2020-2024,Combined,6,5,6,67.82608695652173
1522,2020-2024,Combined,11,9,10,393.51456310679606
2332,2020-2024,Combined,234,159,106,273.4082442748091
716,2020-2024,Combined,2,2,2,706.7058823529412
2752,2020-2024,Combined,21,19,21,79.2436974789916
640,2020-2024,Combined,9,8,9,209.92957746478865
1234,2020-2024,Combined,61,47,50,293.3827361563518
629,2020-2024,Combined,32,29,24,427.52732240437155
1734,2020-2024,Combined,11,11,10,634.1358024691358
1899,2020-2024,Combined,103,94,59,268.0825132475395
2260,2020-2024,Combined,67,39,33,27694.784552845493
1658,2020-2024,Combined,5,5,5,111.48387096774194
1731,2020-2024,Combined,53,45,42,270.6751592356689
2047,2020-2024,Combined,62,55,43,733.8095238095235
1985,2020-2024,Combined,89,14,89,197.2866556836903
1125,2020-2024,Combined,1,1,1,532
1273,2020-2024,Combined,49,38,46,5087.35548686245
1064,2020-2024,Combined,49,12,47,240.66285714285715
2045,2020-2024,Combined,89,66,53,2371.831908831908
1703,2020-2024,Combined,23,16,19,313.66793893129784
784,2020-2024,Combined,2,2,2,60
1201,2020-2024,Combined,56,38,44,1077.4290909090914
1419,2020-2024,Combined,8,7,8,291.48571428571427
1357,2020-2024,Combined,8,5,7,208.6206896551724
856,2020-2024,Combined,3,3,3,276.5625
1884,2020-2024,Combined,10,9,9,3305.3125
1288,2020-2024,Combined,6,6,6,523.2758620689655
2693,2020-2024,Combined,27,16,25,429.8294930875576
1851,2020-2024,Combined,47,20,43,4626.0214285714255
1315,2020-2024,Combined,11,10,11,176
956,2020-2024,Combined,3,3,3,2316.195652173913
882,2020-2024,Combined,2,2,2,1376.25
1320,2020-2024,Combined,16,13,14,991.8651685393257
922,2020-2024,Combined,23,4,22,12330.817351598173
1608,2020-2024,Combined,9,9,9,108.33333333333333
2711,2000-2004,Combined,1,1,1,1780
2572,2000-2004,Combined,2,1,2,NA
2718,2005-2009,Combined,2,1,2,NA
2503,2005-2009,Combined,372,59,359,299065.6840882691
2271,2005-2009,Combined,21,12,19,NA
2571,2005-2009,Combined,16,11,14,540
3069,2005-2009,Combined,18,7,12,1360.7368421052631
3287,2005-2009,Combined,15,8,15,509.375
2423,2005-2009,Combined,7,2,7,NA
2428,2005-2009,Combined,13,9,13,150
2427,2005-2009,Combined,2,1,2,NA
2554,2005-2009,Combined,9,6,8,NA
2642,2010-2014,Combined,10,8,6,NA
1641,2010-2014,Combined,13,2,13,NA
3069,2010-2014,Combined,14,11,13,3921.6666666666665
2717,2010-2014,Combined,7,2,7,NA
3071,2010-2014,Combined,14,9,14,300
2575,2010-2014,Combined,35,4,34,225.65217391304347
3067,2010-2014,Combined,46,28,43,NA
2359,2010-2014,Combined,2,1,2,NA
2563,2010-2014,Combined,23,11,23,726849
3002,2010-2014,Combined,2,2,2,NA
3059,2010-2014,Combined,6,6,6,NA
3499,2010-2014,Combined,4,4,4,NA
2493,2010-2014,Combined,7,4,6,1545
2200,2010-2014,Combined,19,15,18,952321.8333333334
2345,2010-2014,Combined,1,1,1,11520
2496,2010-2014,Combined,7,5,7,6600
2855,2015-2019,Combined,6,3,6,614.1176470588235
2924,2015-2019,Combined,1,1,1,120
2139,2015-2019,Combined,33,7,28,324421.791044776
3065,2015-2019,Combined,15,13,12,46
3294,2015-2019,Combined,6,4,6,420.3703703703704
1996,2015-2019,Combined,8,3,8,120
3144,2015-2019,Combined,2,2,2,3157440
2570,2015-2019,Combined,10,7,10,NA
2419,2015-2019,Combined,3,2,3,0
1489,2015-2019,Combined,6,5,5,2346327.4
2642,2015-2019,Combined,18,13,17,253.84615384615384
1914,2020-2024,Combined,11,6,11,131.5
3216,2020-2024,Combined,77,40,63,209.13160032493897
3065,2020-2024,Combined,47,30,40,99.86574074074073
3144,2020-2024,Combined,21,14,18,384.5663082437275
3143,2020-2024,Combined,26,18,25,41243.731651376125
3212,2020-2024,Combined,28,7,28,936.1603773584905
3000,2020-2024,Combined,109,19,101,1302.0508806262237
1841,2020-2024,Combined,9,9,9,462.2171052631579
3293,2020-2024,Combined,11,9,11,144.35897435897436
3058,2000-2004,Combined,58,24,44,NA
2981,2000-2004,Combined,9,3,9,NA
3124,2000-2004,Combined,8,4,7,NA
3004,2005-2009,Combined,8,1,8,NA
2932,2005-2009,Combined,1,1,1,480
2617,2005-2009,Combined,15,5,6,NA
3208,2005-2009,Combined,6,4,6,NA
3071,2005-2009,Combined,18,8,8,3240
3345,2005-2009,Combined,5,3,4,NA
2645,2005-2009,Combined,11,2,11,NA
2645,2010-2014,Combined,25,2,25,NA
3286,2010-2014,Combined,51,24,49,815.2941176470588
3139,2010-2014,Combined,3,1,3,NA
3136,2010-2014,Combined,2,1,2,NA
3212,2010-2014,Combined,9,4,8,NA
3214,2010-2014,Combined,190,57,175,166.5
3212,2015-2019,Combined,6,4,6,NA
3145,2015-2019,Combined,19,10,17,NA
3206,2015-2019,Combined,10,6,9,69
3293,2015-2019,Combined,1,1,1,90
3215,2015-2019,Combined,60,21,56,626.680529300567
3641,2015-2019,Combined,36,21,33,1046.1374999999998
2919,2015-2019,Combined,4,4,4,2580
3498,2015-2019,Combined,34,25,27,132
3004,2015-2019,Combined,21,13,21,292.5892857142857
3216,2015-2019,Combined,24,6,23,648.9662162162161
2696,2015-2019,Combined,4,2,4,NA
3355,2015-2019,Combined,13,7,12,80
3001,2015-2019,Combined,7,5,6,426.72
3060,2015-2019,Combined,5,4,5,480
3129,2020-2024,Combined,12,8,8,NA
3136,2020-2024,Combined,8,7,8,140.34246575342465
3351,2020-2024,Combined,3,3,2,774.5368421052632
3294,2020-2024,Combined,11,9,11,2133.59051724138
2842,2020-2024,Combined,23,12,22,188.17595307917887
2697,2020-2024,Combined,15,11,15,341.53846153846155
3001,2020-2024,Combined,42,17,36,514.7367387033404
3282,2020-2024,Combined,32,12,29,362.8514056224906
2699,2000-2004,Combined,9,4,6,360
3352,2005-2009,Combined,25,1,25,NA
2418,2010-2014,Combined,1,1,1,390
3075,2010-2014,Combined,30,13,29,1878183.5714285716
2494,2010-2014,Combined,3,3,3,124
2771,2010-2014,Combined,5,4,3,NA
3142,2010-2014,Combined,12,5,12,NA
3207,2015-2019,Combined,7,5,7,NA
3139,2015-2019,Combined,14,6,12,1219
3066,2015-2019,Combined,36,26,29,494.16666666666663
3068,2020-2024,Combined,44,23,41,1481.9915074309984
3139,2020-2024,Combined,57,9,56,196.81587301587305
2784,2020-2024,Combined,37,22,30,325.3220338983054
2416,2020-2024,Combined,18,8,17,623.4664429530201
1359,2020-2024,Combined,22,21,16,1497.8333333333333
2480,2020-2024,Combined,15,11,15,368.9338235294118
3286,2000-2004,Combined,15,5,15,NA
2284,2000-2004,Combined,1,1,1,NA
3218,2000-2004,Combined,17,3,14,NA
2631,2000-2004,Combined,8,8,5,NA
2560,2000-2004,Combined,2,2,2,NA
2201,2000-2004,Combined,21,16,17,NA
2567,2000-2004,Combined,10,10,7,NA
3059,2000-2004,Combined,7,7,4,NA
3053,2000-2004,Combined,6,3,6,NA
3054,2000-2004,Combined,4,2,4,NA
2571,2000-2004,Combined,8,5,4,NA
2566,2000-2004,Combined,1,1,1,NA
2630,2000-2004,Combined,7,7,6,NA
2782,2000-2004,Combined,1,1,1,NA
2643,2000-2004,Combined,7,5,7,NA
3066,2000-2004,Combined,7,6,5,NA
3067,2000-2004,Combined,13,7,11,NA
3147,2000-2004,Combined,3,1,3,NA
3005,2000-2004,Combined,4,1,4,NA
3004,2000-2004,Combined,14,1,14,NA
2282,2000-2004,Combined,1,1,1,NA
2427,2000-2004,Combined,1,1,1,NA
2918,2000-2004,Combined,7,2,7,NA
3356,2000-2004,Combined,1,1,1,NA
2431,2005-2009,Combined,12,5,12,480
3147,2005-2009,Combined,4,3,4,120
3214,2005-2009,Combined,27,16,26,420
2430,2005-2009,Combined,8,5,8,NA
2631,2005-2009,Combined,9,9,6,NA
2918,2005-2009,Combined,11,6,9,270
2844,2005-2009,Combined,6,5,6,3210
2502,2005-2009,Combined,25,19,21,480
3066,2005-2009,Combined,8,5,8,NA
2340,2005-2009,Combined,4,2,4,NA
2644,2005-2009,Combined,5,3,5,NA
2499,2005-2009,Combined,1,1,1,4380
2339,2005-2009,Combined,13,4,13,NA
2570,2005-2009,Combined,1,1,1,NA
2566,2005-2009,Combined,5,4,3,NA
2712,2005-2009,Combined,11,4,11,5447.8125
2711,2005-2009,Combined,2,2,1,NA
3070,2005-2009,Combined,2,1,2,NA
2201,2005-2009,Combined,61,39,52,NA
1997,2005-2009,Combined,4,3,4,NA
2495,2005-2009,Combined,1,1,1,300
2431,2010-2014,Combined,6,4,6,NA
3641,2010-2014,Combined,6,4,6,NA
2484,2010-2014,Combined,9,7,9,NA
2495,2010-2014,Combined,7,4,7,210
2205,2010-2014,Combined,4,4,3,120
3066,2010-2014,Combined,17,14,16,5109
2429,2010-2014,Combined,84,6,84,260660.4800380229
2501,2010-2014,Combined,63,12,62,432.3972602739726
2569,2010-2014,Combined,3,2,3,NA
2286,2010-2014,Combined,21,14,21,616.4634146341464
2574,2010-2014,Combined,16,4,16,NA
2641,2010-2014,Combined,18,8,15,NA
1997,2010-2014,Combined,24,5,24,NA
2859,2010-2014,Combined,1,1,1,NA
2492,2010-2014,Combined,3,2,3,NA
2430,2010-2014,Combined,21,3,21,210
2499,2010-2014,Combined,4,2,4,12
2566,2010-2014,Combined,4,2,4,NA
3356,2010-2014,Combined,4,4,3,NA
2716,2010-2014,Combined,14,4,13,30
1778,2010-2014,Combined,17,9,13,2877.8571428571427
2564,2010-2014,Combined,6,6,5,NA
2422,2010-2014,Combined,8,1,8,NA
2356,2010-2014,Combined,7,5,7,NA
2648,2010-2014,Combined,2,2,2,NA
2933,2010-2014,Combined,7,6,6,120
2848,2010-2014,Combined,1,1,1,702718
2775,2010-2014,Combined,20,7,17,0
2847,2010-2014,Combined,1,1,1,NA
2990,2010-2014,Combined,3,3,3,0
1848,2010-2014,Combined,15,11,12,NA
2710,2010-2014,Combined,2,2,1,540
1706,2010-2014,Combined,86,10,82,660
3147,2010-2014,Combined,1,1,1,NA
2636,2010-2014,Combined,1,1,1,NA
2213,2010-2014,Combined,2,2,2,1052675
2284,2010-2014,Combined,1,1,1,NA
2640,2010-2014,Combined,1,1,1,NA
1069,2010-2014,Combined,4,3,4,NA
3217,2010-2014,Combined,11,5,7,NA
3218,2010-2014,Combined,5,3,3,NA
3353,2010-2014,Combined,6,5,6,NA
1998,2010-2014,Combined,22,12,21,NA
2556,2010-2014,Combined,3,2,3,NA
2570,2010-2014,Combined,3,2,3,NA
1991,2010-2014,Combined,4,2,4,NA
2785,2010-2014,Combined,3,2,3,NA
3215,2010-2014,Combined,5,4,5,154.73684210526315
1634,2010-2014,Combined,18,7,18,459633.9130434783
3427,2010-2014,Combined,7,1,7,NA
3426,2010-2014,Combined,7,3,7,NA
3005,2010-2014,Combined,9,8,9,420
2853,2010-2014,Combined,2,2,2,NA
2854,2010-2014,Combined,1,1,1,NA
2783,2010-2014,Combined,2,2,2,1440
2343,2010-2014,Combined,1,1,1,NA
2133,2010-2014,Combined,14,8,13,NA
2202,2010-2014,Combined,8,8,8,NA
2924,2010-2014,Combined,1,1,1,NA
2500,2010-2014,Combined,8,4,8,348
2357,2010-2014,Combined,4,4,4,60
2134,2010-2014,Combined,22,8,20,166.14634146341464
3354,2015-2019,Combined,50,15,47,331.7244897959184
3281,2015-2019,Combined,3,3,2,NA
2569,2015-2019,Combined,5,4,5,272
3005,2015-2019,Combined,27,22,21,851.88679245283015
2786,2015-2019,Combined,8,8,7,0
2500,2015-2019,Combined,14,11,13,281.66666666666663
3067,2015-2019,Combined,43,35,39,920
3000,2015-2019,Combined,6,4,6,6.666666666666668
3057,2015-2019,Combined,8,5,8,NA
2565,2015-2019,Combined,12,5,12,165.37974683544303
3217,2015-2019,Combined,16,7,16,NA
2566,2015-2019,Combined,27,20,17,NA
2990,2015-2019,Combined,8,5,6,40.74074074074075
2785,2015-2019,Combined,10,8,10,1440
1630,2015-2019,Combined,11,8,11,NA
2782,2015-2019,Combined,1,1,1,NA
2784,2015-2019,Combined,2,2,2,120
1705,2015-2019,Combined,11,9,11,NA
3209,2015-2019,Combined,3,3,3,60
2641,2015-2019,Combined,30,20,27,1267.2470588235294
1496,2015-2019,Combined,6,4,6,NA
2991,2015-2019,Combined,2,2,2,NA
1991,2015-2019,Combined,19,6,19,113.18181818181819
3218,2015-2019,Combined,14,9,13,1055.4545454545453
2564,2015-2019,Combined,25,15,22,106.15384615384616
2854,2015-2019,Combined,3,1,3,NA
2769,2015-2019,Combined,12,10,12,45181.79104477612
3076,2015-2019,Combined,14,9,12,334.3606557377049
2914,2015-2019,Combined,6,5,6,NA
2425,2015-2019,Combined,8,6,8,409.15942028985506
3284,2015-2019,Combined,4,2,4,NA
2705,2015-2019,Combined,1,1,1,NA
2709,2015-2019,Combined,16,7,16,142.78846153846158
2848,2015-2019,Combined,4,3,3,1980
2284,2015-2019,Combined,6,3,6,NA
3427,2015-2019,Combined,4,1,4,NA
2068,2015-2019,Combined,1,1,1,NA
3146,2015-2019,Combined,16,12,12,508.3018867924528
2069,2015-2019,Combined,12,9,11,202188.57894736843
2431,2015-2019,Combined,27,18,27,NA
2568,2015-2019,Combined,7,6,7,0
2628,2015-2019,Combined,5,4,5,156
1704,2015-2019,Combined,7,5,4,NA
2492,2015-2019,Combined,3,2,3,NA
3061,2015-2019,Combined,7,3,7,NA
3073,2015-2019,Combined,1,1,1,420
2996,2015-2019,Combined,2,2,2,NA
3282,2015-2019,Combined,12,5,12,NA
3059,2015-2019,Combined,23,20,19,NA
2927,2015-2019,Combined,5,4,5,330
2413,2015-2019,Combined,9,6,8,0
2489,2015-2019,Combined,14,13,10,NA
2557,2015-2019,Combined,7,2,7,NA
2486,2015-2019,Combined,6,5,6,480
2278,2015-2019,Combined,4,4,4,2103840
2350,2015-2019,Combined,7,5,7,NA
2498,2015-2019,Combined,14,3,14,NA
2849,2015-2019,Combined,3,2,3,NA
3285,2015-2019,Combined,30,19,25,257.14285714285717
3210,2015-2019,Combined,3,2,3,NA
3352,2015-2019,Combined,12,9,9,1200
2768,2015-2019,Combined,11,7,11,NA
2210,2015-2019,Combined,11,4,10,207.42857142857142
2708,2015-2019,Combined,8,4,8,360
2065,2015-2019,Combined,10,8,7,NA
2355,2015-2019,Combined,3,3,3,NA
2279,2015-2019,Combined,5,2,4,NA
2126,2015-2019,Combined,2,2,2,527040
2199,2015-2019,Combined,15,10,14,300
2270,2015-2019,Combined,2,2,2,NA
3147,2015-2019,Combined,3,3,3,NA
2499,2015-2019,Combined,21,7,15,118
3568,2015-2019,Combined,9,8,6,NA
2206,2015-2019,Combined,16,6,11,244
2415,2015-2019,Combined,12,2,12,NA
3078,2015-2019,Combined,3,3,3,1211524.5333333334
1922,2015-2019,Combined,3,3,3,NA
1660,2015-2019,Combined,4,4,4,4492.5
3131,2015-2019,Combined,6,5,6,NA
3072,2015-2019,Combined,3,3,3,2
1925,2015-2019,Combined,4,4,4,120
2349,2015-2019,Combined,4,3,4,NA
2916,2015-2019,Combined,20,4,18,248.78048780487805
3571,2015-2019,Combined,2,2,2,119
2988,2015-2019,Combined,15,3,14,180
2357,2015-2019,Combined,6,4,6,NA
2127,2020-2024,Combined,6,6,6,227.27272727272728
3357,2020-2024,Combined,7,6,6,174.95238095238096
3147,2020-2024,Combined,51,33,43,4618.662974683529
3131,2020-2024,Combined,19,9,14,NA
2280,2020-2024,Combined,14,8,14,74.30285714285715
2854,2020-2024,Combined,25,15,22,137.60516605166055
3427,2020-2024,Combined,8,5,6,176
2714,2020-2024,Combined,18,17,17,164.73529411764707
2283,2020-2024,Combined,32,28,27,580.8086956521739
2985,2020-2024,Combined,1,1,1,NA
3072,2020-2024,Combined,9,6,9,257.86516853932574
2421,2020-2024,Combined,16,11,15,388.29186602870806
2211,2020-2024,Combined,51,19,47,489.62098138747893
2928,2020-2024,Combined,12,7,11,7041.329268292682
2843,2020-2024,Combined,9,7,9,116.32584269662922
2279,2020-2024,Combined,33,13,30,366.5447368421054
2914,2020-2024,Combined,23,16,17,54.67857142857143
2066,2020-2024,Combined,186,43,162,196.54468980020957
3211,2020-2024,Combined,115,24,108,146.90216450216454
3130,2020-2024,Combined,12,10,10,NA
3140,2020-2024,Combined,13,8,12,3571.545454545453
1491,2020-2024,Combined,31,20,30,99190.64055299538
3059,2020-2024,Combined,5,5,4,NA
2213,2020-2024,Combined,23,16,15,89.09750566893426
2137,2020-2024,Combined,50,12,47,1397.8379373848966
1849,2020-2024,Combined,24,12,23,82.13173652694611
2771,2020-2024,Combined,1,1,1,1501
2207,2020-2024,Combined,13,5,13,98.95804195804196
3151,2015-2019,Combined,9,5,9,722.340425531915
3295,2020-2024,Combined,7,4,7,40965.05
3151,2020-2024,Combined,14,9,14,12474.406779661016
