grid_cell,year,source_short,n_events,n_observers,n_dates,mean_duration_min
39612,2023,Combined,2,2,1,133.33333333333334
39613,2024,China_Birdwatch,1,1,1,120
39613,2024,Combined,1,1,1,120
39625,2023,China_Birdwatch,1,1,1,120
39625,2023,eBird_GBIF,1,1,1,NA
39625,2023,Combined,2,2,2,120
39625,2024,China_Birdwatch,9,8,7,38704.090909090904
39625,2024,Combined,9,8,7,38704.090909090904
39626,2022,eBird_GBIF,1,1,1,NA
39626,2022,Combined,1,1,1,NA
39627,2024,China_Birdwatch,1,1,1,180
39627,2024,Combined,1,1,1,180
39628,2023,eBird_GBIF,1,1,1,NA
39628,2023,Combined,1,1,1,NA
39628,2024,China_Birdwatch,1,1,1,60
39628,2024,Combined,1,1,1,60
39629,2024,China_Birdwatch,1,1,1,60
39629,2024,Combined,1,1,1,60
39666,2016,eBird_GBIF,1,1,1,NA
39666,2016,Combined,1,1,1,NA
39666,2024,China_Birdwatch,3,2,3,147.5
39666,2024,Combined,3,2,3,147.5
40303,2024,China_Birdwatch,1,1,1,229
40303,2024,Combined,1,1,1,229
40337,2023,eBird_GBIF,1,1,1,NA
40337,2023,Combined,1,1,1,NA
40994,2023,China_Birdwatch,3,3,2,86.11111111111111
40994,2023,Combined,3,3,2,86.11111111111111
40994,2024,China_Birdwatch,7,7,6,105.28089887640448
40994,2024,Combined,7,7,6,105.28089887640448
40996,2024,China_Birdwatch,1,1,1,30
40996,2024,Combined,1,1,1,30
41012,2023,eBird_GBIF,1,1,1,NA
41012,2023,Combined,1,1,1,NA
41671,2023,China_Birdwatch,1,1,1,60
41671,2023,Combined,1,1,1,60
41671,2024,China_Birdwatch,4,4,4,96.29032258064515
41671,2024,Combined,4,4,4,96.29032258064515
41674,2004,eBird_GBIF,3,1,3,NA
41674,2004,Combined,3,1,3,NA
41674,2005,eBird_GBIF,1,1,1,NA
41674,2005,Combined,1,1,1,NA
41674,2023,China_Birdwatch,4,4,4,60
41674,2023,Combined,4,4,4,60
41674,2024,China_Birdwatch,3,3,3,531.4285714285714
41674,2024,Combined,3,3,3,531.4285714285714
41679,2015,China_Birdwatch,1,1,1,0
41679,2015,Combined,1,1,1,0
41679,2024,China_Birdwatch,1,1,1,60
41679,2024,Combined,1,1,1,60
42357,2024,China_Birdwatch,1,1,1,90
42357,2024,Combined,1,1,1,90
42367,2023,China_Birdwatch,1,1,1,480
42367,2023,Combined,1,1,1,480
42367,2024,China_Birdwatch,3,3,3,25
42367,2024,Combined,3,3,3,25
43070,2022,eBird_GBIF,1,1,1,NA
43070,2022,Combined,1,1,1,NA
43728,2019,eBird_GBIF,2,1,2,NA
43728,2019,Combined,2,1,2,NA
43728,2023,China_Birdwatch,4,4,4,100.45454545454545
43728,2023,eBird_GBIF,3,2,3,NA
43728,2023,Combined,7,6,7,100.45454545454545
43730,2023,eBird_GBIF,1,1,1,NA
43730,2023,Combined,1,1,1,NA
43731,2024,China_Birdwatch,1,1,1,60
43731,2024,Combined,1,1,1,60
43753,2021,China_Birdwatch,1,1,1,60
43753,2021,Combined,1,1,1,60
43754,2024,China_Birdwatch,1,1,1,131
43754,2024,Combined,1,1,1,131
44410,2024,China_Birdwatch,2,2,2,60
44410,2024,Combined,2,2,2,60
44414,2024,China_Birdwatch,3,3,3,232
44414,2024,Combined,3,3,3,232
44415,2019,eBird_GBIF,1,1,1,NA
44415,2019,Combined,1,1,1,NA
44415,2021,eBird_GBIF,1,1,1,NA
44415,2021,Combined,1,1,1,NA
44415,2024,China_Birdwatch,2,2,2,309.375
44415,2024,Combined,2,2,2,309.375
44416,2023,China_Birdwatch,2,2,2,60
44416,2023,eBird_GBIF,4,4,2,NA
44416,2023,Combined,6,6,4,60
44416,2024,China_Birdwatch,3,2,3,318.57894736842104
44416,2024,Combined,3,2,3,318.57894736842104
44444,2017,eBird_GBIF,1,1,1,NA
44444,2017,Combined,1,1,1,NA
45102,2023,eBird_GBIF,1,1,1,NA
45102,2023,Combined,1,1,1,NA
45102,2024,China_Birdwatch,5,5,4,166.2
45102,2024,Combined,5,5,4,166.2
45124,2017,eBird_GBIF,1,1,1,NA
45124,2017,Combined,1,1,1,NA
45778,2009,eBird_GBIF,2,1,2,NA
45778,2009,Combined,2,1,2,NA
45778,2024,China_Birdwatch,1,1,1,600
45778,2024,Combined,1,1,1,600
45779,2024,China_Birdwatch,1,1,1,60
45779,2024,Combined,1,1,1,60
45798,2024,China_Birdwatch,1,1,1,60
45798,2024,Combined,1,1,1,60
45811,2017,eBird_GBIF,1,1,1,NA
45811,2017,Combined,1,1,1,NA
45821,2018,eBird_GBIF,1,1,1,NA
45821,2018,Combined,1,1,1,NA
45878,2024,China_Birdwatch,1,1,1,60
45878,2024,Combined,1,1,1,60
46463,2018,eBird_GBIF,1,1,1,NA
46463,2018,Combined,1,1,1,NA
46475,2019,China_Birdwatch,1,1,1,1260
46475,2019,Combined,1,1,1,1260
46475,2022,China_Birdwatch,1,1,1,65
46475,2022,Combined,1,1,1,65
46475,2023,eBird_GBIF,1,1,1,NA
46475,2023,Combined,1,1,1,NA
46475,2024,China_Birdwatch,6,5,6,178.15
46475,2024,Combined,6,5,6,178.15
46479,2021,China_Birdwatch,1,1,1,333
46479,2021,Combined,1,1,1,333
46479,2024,China_Birdwatch,3,3,3,134.63636363636363
46479,2024,Combined,3,3,3,134.63636363636363
46481,2023,China_Birdwatch,2,2,2,332
46481,2023,Combined,2,2,2,332
46481,2024,China_Birdwatch,2,2,2,468
46481,2024,Combined,2,2,2,468
46494,2022,eBird_GBIF,1,1,1,NA
46494,2022,Combined,1,1,1,NA
47161,2020,eBird_GBIF,1,1,1,NA
47161,2020,Combined,1,1,1,NA
47162,2021,eBird_GBIF,1,1,1,NA
47162,2021,Combined,1,1,1,NA
47162,2023,eBird_GBIF,1,1,1,NA
47162,2023,Combined,1,1,1,NA
47168,2023,China_Birdwatch,1,1,1,60
47168,2023,Combined,1,1,1,60
47168,2024,China_Birdwatch,3,3,2,120
47168,2024,Combined,3,3,2,120
47185,2017,eBird_GBIF,2,1,2,NA
47185,2017,Combined,2,1,2,NA
47187,2017,eBird_GBIF,1,1,1,NA
47187,2017,Combined,1,1,1,NA
47188,2017,eBird_GBIF,2,1,2,NA
47188,2017,Combined,2,1,2,NA
47190,2024,China_Birdwatch,2,2,2,135.55555555555554
47190,2024,Combined,2,2,2,135.55555555555554
47832,2022,China_Birdwatch,1,1,1,60
47832,2022,Combined,1,1,1,60
47848,2019,eBird_GBIF,3,2,2,NA
47848,2019,Combined,3,2,2,NA
47849,2024,China_Birdwatch,2,2,1,60
47849,2024,Combined,2,2,1,60
47850,2024,China_Birdwatch,5,4,5,485
47850,2024,Combined,5,4,5,485
47871,2017,eBird_GBIF,1,1,1,NA
47871,2017,Combined,1,1,1,NA
47871,2019,eBird_GBIF,2,1,2,NA
47871,2019,Combined,2,1,2,NA
47871,2021,eBird_GBIF,2,1,2,NA
47871,2021,Combined,2,1,2,NA
47871,2023,China_Birdwatch,3,3,3,335.9555555555556
47871,2023,eBird_GBIF,2,1,2,NA
47871,2023,Combined,5,4,4,335.9555555555556
47871,2024,China_Birdwatch,8,6,6,257.0934579439253
47871,2024,Combined,8,6,6,257.0934579439253
47872,2019,eBird_GBIF,2,1,2,NA
47872,2019,Combined,2,1,2,NA
47872,2024,China_Birdwatch,3,2,3,332.72727272727275
47872,2024,Combined,3,2,3,332.72727272727275
47873,2017,eBird_GBIF,2,2,2,NA
47873,2017,Combined,2,2,2,NA
47874,2017,eBird_GBIF,1,1,1,NA
47874,2017,Combined,1,1,1,NA
47874,2021,China_Birdwatch,3,1,3,143.72093023255815
47874,2021,Combined,3,1,3,143.72093023255815
47874,2022,China_Birdwatch,2,1,2,544.125
47874,2022,Combined,2,1,2,544.125
47874,2023,China_Birdwatch,2,2,2,334.2857142857143
47874,2023,Combined,2,2,2,334.2857142857143
47874,2024,China_Birdwatch,5,4,3,508.0952380952381
47874,2024,Combined,5,4,3,508.0952380952381
47875,2017,eBird_GBIF,1,1,1,NA
47875,2017,Combined,1,1,1,NA
47877,2017,eBird_GBIF,1,1,1,NA
47877,2017,Combined,1,1,1,NA
47907,2020,eBird_GBIF,1,1,1,NA
47907,2020,Combined,1,1,1,NA
48509,2014,China_Birdwatch,1,1,1,360
48509,2014,eBird_GBIF,1,1,1,NA
48509,2014,Combined,2,2,1,360
48509,2017,eBird_GBIF,1,1,1,NA
48509,2017,Combined,1,1,1,NA
48509,2023,China_Birdwatch,3,3,3,466.64
48509,2023,Combined,3,3,3,466.64
48509,2024,China_Birdwatch,6,6,6,866.4736842105264
48509,2024,Combined,6,6,6,866.4736842105264
48510,2015,China_Birdwatch,1,1,1,0
48510,2015,Combined,1,1,1,0
48510,2023,China_Birdwatch,1,1,1,0
48510,2023,Combined,1,1,1,0
48510,2024,China_Birdwatch,4,4,3,133.1707317073171
48510,2024,Combined,4,4,3,133.1707317073171
48534,2023,eBird_GBIF,1,1,1,NA
48534,2023,Combined,1,1,1,NA
48535,2021,eBird_GBIF,1,1,1,NA
48535,2021,Combined,1,1,1,NA
48535,2023,China_Birdwatch,1,1,1,324
48535,2023,Combined,1,1,1,324
48535,2024,China_Birdwatch,5,5,3,72.5
48535,2024,Combined,5,5,3,72.5
48536,2019,eBird_GBIF,1,1,1,NA
48536,2019,Combined,1,1,1,NA
48536,2020,eBird_GBIF,1,1,1,NA
48536,2020,Combined,1,1,1,NA
48536,2022,eBird_GBIF,1,1,1,NA
48536,2022,Combined,1,1,1,NA
48536,2023,China_Birdwatch,3,3,3,4455
48536,2023,eBird_GBIF,9,8,6,NA
48536,2023,Combined,12,11,7,4455
48536,2024,China_Birdwatch,5,5,4,214.58823529411762
48536,2024,Combined,5,5,4,214.58823529411762
48554,2019,eBird_GBIF,2,1,2,NA
48554,2019,Combined,2,1,2,NA
48554,2021,China_Birdwatch,2,2,2,240.8
48554,2021,Combined,2,2,2,240.8
48554,2022,China_Birdwatch,3,1,3,381.27272727272725
48554,2022,Combined,3,1,3,381.27272727272725
48554,2023,China_Birdwatch,13,8,12,998.015503875969
48554,2023,Combined,13,8,12,998.015503875969
48554,2024,China_Birdwatch,29,18,21,259.12732095490713
48554,2024,Combined,29,18,21,259.12732095490713
48555,2017,eBird_GBIF,1,1,1,NA
48555,2017,Combined,1,1,1,NA
48555,2019,eBird_GBIF,5,1,5,NA
48555,2019,Combined,5,1,5,NA
48555,2021,eBird_GBIF,1,1,1,NA
48555,2021,Combined,1,1,1,NA
48555,2024,China_Birdwatch,1,1,1,550
48555,2024,Combined,1,1,1,550
48556,2017,eBird_GBIF,3,2,3,NA
48556,2017,Combined,3,2,3,NA
48556,2019,eBird_GBIF,3,1,3,NA
48556,2019,Combined,3,1,3,NA
48556,2024,China_Birdwatch,8,6,8,100.31460674157304
48556,2024,Combined,8,6,8,100.31460674157304
48557,2013,eBird_GBIF,6,2,3,NA
48557,2013,Combined,6,2,3,NA
48557,2016,eBird_GBIF,4,2,2,NA
48557,2016,Combined,4,2,2,NA
48557,2019,eBird_GBIF,2,1,2,NA
48557,2019,Combined,2,1,2,NA
48557,2021,eBird_GBIF,1,1,1,NA
48557,2021,Combined,1,1,1,NA
48557,2023,eBird_GBIF,3,1,3,NA
48557,2023,Combined,3,1,3,NA
48558,2017,eBird_GBIF,1,1,1,NA
48558,2017,Combined,1,1,1,NA
48558,2019,eBird_GBIF,2,1,2,NA
48558,2019,Combined,2,1,2,NA
48558,2021,eBird_GBIF,1,1,1,NA
48558,2021,Combined,1,1,1,NA
48559,2017,eBird_GBIF,2,1,2,NA
48559,2017,Combined,2,1,2,NA
48559,2019,eBird_GBIF,1,1,1,NA
48559,2019,Combined,1,1,1,NA
48559,2020,eBird_GBIF,1,1,1,NA
48559,2020,Combined,1,1,1,NA
48561,2024,China_Birdwatch,1,1,1,60
48561,2024,Combined,1,1,1,60
48563,2017,eBird_GBIF,1,1,1,NA
48563,2017,Combined,1,1,1,NA
48564,2017,eBird_GBIF,1,1,1,NA
48564,2017,Combined,1,1,1,NA
49195,2022,eBird_GBIF,3,3,1,NA
49195,2022,Combined,3,3,1,NA
49196,2023,eBird_GBIF,6,5,4,NA
49196,2023,Combined,6,5,4,NA
49201,2017,eBird_GBIF,1,1,1,NA
49201,2017,Combined,1,1,1,NA
49220,2024,China_Birdwatch,4,4,3,60
49220,2024,Combined,4,4,3,60
49221,2024,China_Birdwatch,4,4,3,56.666666666666664
49221,2024,Combined,4,4,3,56.666666666666664
49224,2024,China_Birdwatch,1,1,1,30
49224,2024,Combined,1,1,1,30
49239,2018,China_Birdwatch,5,1,5,679.8387096774194
49239,2018,Combined,5,1,5,679.8387096774194
49239,2020,China_Birdwatch,3,2,3,536.0930232558139
49239,2020,eBird_GBIF,1,1,1,NA
49239,2020,Combined,4,3,4,536.0930232558139
49239,2021,China_Birdwatch,1,1,1,8640
49239,2021,Combined,1,1,1,8640
49239,2022,China_Birdwatch,3,3,3,1581.75
49239,2022,Combined,3,3,3,1581.75
49239,2023,China_Birdwatch,27,12,20,4206.834914611006
49239,2023,Combined,27,12,20,4206.834914611006
49239,2024,China_Birdwatch,71,41,57,866.4930830039528
49239,2024,Combined,71,41,57,866.4930830039528
49240,2013,eBird_GBIF,6,4,6,NA
49240,2013,Combined,6,4,6,NA
49240,2014,eBird_GBIF,14,5,10,NA
49240,2014,Combined,14,5,10,NA
49240,2015,China_Birdwatch,1,1,1,5760
49240,2015,eBird_GBIF,8,2,4,NA
49240,2015,Combined,9,3,5,5760
49240,2016,China_Birdwatch,1,1,1,5940
49240,2016,eBird_GBIF,26,11,15,NA
49240,2016,Combined,27,12,15,5940
49240,2017,China_Birdwatch,1,1,1,3540
49240,2017,eBird_GBIF,21,7,15,NA
49240,2017,Combined,22,8,15,3540
49240,2018,China_Birdwatch,1,1,1,3300
49240,2018,eBird_GBIF,22,7,13,NA
49240,2018,Combined,23,8,13,3300
49240,2019,China_Birdwatch,7,2,7,3423.4
49240,2019,eBird_GBIF,27,8,24,NA
49240,2019,Combined,34,10,25,3423.4
49240,2020,China_Birdwatch,10,5,8,2926.4864864864867
49240,2020,eBird_GBIF,36,11,29,NA
49240,2020,Combined,46,16,31,2926.4864864864867
49240,2021,China_Birdwatch,17,7,14,1021.6468926553671
49240,2021,eBird_GBIF,38,10,10,NA
49240,2021,Combined,55,17,24,1021.6468926553671
49240,2022,China_Birdwatch,17,8,15,1451.8461538461536
49240,2022,eBird_GBIF,8,4,5,NA
49240,2022,Combined,25,12,16,1451.8461538461536
49240,2023,China_Birdwatch,39,20,32,1516.5053191489362
49240,2023,eBird_GBIF,40,13,34,NA
49240,2023,Combined,79,33,50,1516.5053191489362
49240,2024,China_Birdwatch,237,121,104,2057.8815246419026
49240,2024,Combined,237,121,104,2057.8815246419026
49251,2017,eBird_GBIF,1,1,1,NA
49251,2017,Combined,1,1,1,NA
49266,2024,China_Birdwatch,1,1,1,4340
49266,2024,Combined,1,1,1,4340
49319,2024,China_Birdwatch,2,2,2,165.88235294117646
49319,2024,Combined,2,2,2,165.88235294117646
49884,2022,eBird_GBIF,3,3,1,NA
49884,2022,Combined,3,3,1,NA
49885,2020,China_Birdwatch,2,2,1,60
49885,2020,Combined,2,2,1,60
49885,2023,eBird_GBIF,4,4,2,NA
49885,2023,Combined,4,4,2,NA
49885,2024,China_Birdwatch,2,1,2,60
49885,2024,Combined,2,1,2,60
49886,2023,China_Birdwatch,1,1,1,60
49886,2023,Combined,1,1,1,60
49887,2018,China_Birdwatch,1,1,1,1740
49887,2018,Combined,1,1,1,1740
49887,2024,China_Birdwatch,2,2,2,225
49887,2024,Combined,2,2,2,225
49888,2024,China_Birdwatch,1,1,1,60
49888,2024,Combined,1,1,1,60
49890,2017,eBird_GBIF,1,1,1,NA
49890,2017,Combined,1,1,1,NA
49907,2024,China_Birdwatch,2,2,2,206.8181818181818
49907,2024,Combined,2,2,2,206.8181818181818
49908,2009,eBird_GBIF,1,1,1,NA
49908,2009,Combined,1,1,1,NA
49908,2024,China_Birdwatch,1,1,1,300
49908,2024,Combined,1,1,1,300
49924,2024,China_Birdwatch,1,1,1,450
49924,2024,Combined,1,1,1,450
49925,2019,eBird_GBIF,1,1,1,NA
49925,2019,Combined,1,1,1,NA
49925,2024,China_Birdwatch,8,7,6,166.56578947368422
49925,2024,Combined,8,7,6,166.56578947368422
49926,2015,eBird_GBIF,4,1,4,NA
49926,2015,Combined,4,1,4,NA
49926,2023,China_Birdwatch,7,4,7,308.0416666666667
49926,2023,Combined,7,4,7,308.0416666666667
49926,2024,China_Birdwatch,7,6,5,60
49926,2024,Combined,7,6,5,60
49927,2017,eBird_GBIF,1,1,1,NA
49927,2017,Combined,1,1,1,NA
49927,2018,eBird_GBIF,6,3,2,NA
49927,2018,Combined,6,3,2,NA
49927,2019,eBird_GBIF,1,1,1,NA
49927,2019,Combined,1,1,1,NA
49928,2021,eBird_GBIF,1,1,1,NA
49928,2021,Combined,1,1,1,NA
49928,2023,eBird_GBIF,1,1,1,NA
49928,2023,Combined,1,1,1,NA
49929,2017,eBird_GBIF,1,1,1,NA
49929,2017,Combined,1,1,1,NA
49930,2017,eBird_GBIF,1,1,1,NA
49930,2017,Combined,1,1,1,NA
49932,2017,eBird_GBIF,1,1,1,NA
49932,2017,Combined,1,1,1,NA
49937,2017,eBird_GBIF,2,2,2,NA
49937,2017,Combined,2,2,2,NA
49946,2024,China_Birdwatch,1,1,1,0
49946,2024,Combined,1,1,1,0
50570,2023,eBird_GBIF,1,1,1,NA
50570,2023,Combined,1,1,1,NA
50575,2015,eBird_GBIF,1,1,1,NA
50575,2015,Combined,1,1,1,NA
50575,2017,eBird_GBIF,1,1,1,NA
50575,2017,Combined,1,1,1,NA
50576,2015,China_Birdwatch,1,1,1,0
50576,2015,Combined,1,1,1,0
50600,2023,eBird_GBIF,1,1,1,NA
50600,2023,Combined,1,1,1,NA
50602,2023,eBird_GBIF,1,1,1,NA
50602,2023,Combined,1,1,1,NA
50610,2019,eBird_GBIF,1,1,1,NA
50610,2019,Combined,1,1,1,NA
50611,2016,eBird_GBIF,2,2,1,NA
50611,2016,Combined,2,2,1,NA
50612,2024,China_Birdwatch,10,10,6,183.2
50612,2024,Combined,10,10,6,183.2
50615,2017,eBird_GBIF,1,1,1,NA
50615,2017,Combined,1,1,1,NA
50618,2024,China_Birdwatch,3,1,3,60
